"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
86993,30,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
86993,31,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
86993,32,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
86993,33,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
86993,36,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
86993,37,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
86993,38,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
86993,150,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
86993,203,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
91472,30,B91472,2019-01-23 12:48:58,B91472,2019-01-23 12:48:58,1
91472,31,B91472,2019-01-23 12:48:58,B91472,2019-01-23 12:48:58,1
91472,32,B91472,2019-01-23 12:48:58,B91472,2019-01-23 12:48:58,1
91472,33,B91472,2019-01-23 12:48:58,B91472,2019-01-23 12:48:58,1
91472,36,B91472,2019-01-23 12:48:58,B91472,2019-01-23 12:48:58,1
91472,37,B91472,2019-01-23 12:48:58,B91472,2019-01-23 12:48:58,1
91472,38,B91472,2019-01-23 12:48:58,B91472,2019-01-23 12:48:58,1
91472,150,B91472,2019-01-23 12:48:58,B91472,2019-01-23 12:48:58,1
91472,203,B91472,2019-01-23 12:48:58,B91472,2019-01-23 12:48:58,1
