"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","B78311","2018-05-07 14:59:00","B78311","2019-02-14 16:46:48","4"
"2","1","2","B78311","2018-05-07 14:59:02","B78311","2019-01-30 18:16:29","3"
"3","1","3","B78311","2018-05-07 14:59:03","B78311","2019-02-14 16:47:22","3"
"4","1","4","B78311","2018-05-07 14:59:04","B78311","2019-01-30 18:16:59","3"
"5","1","5","B78311","2018-05-07 14:59:05","B78311","2019-02-14 16:46:15","3"
"6","1","6","B78311","2018-05-07 14:59:06","B78311","2019-01-30 18:18:06","4"
"7","1","7","B78311","2018-05-07 14:59:07","B78311","2019-02-14 16:48:07","3"
"8","1","8","B78311","2018-05-07 14:59:08","B78311","2019-01-30 18:18:35","3"
"9","1","9","B78311","2018-05-07 14:59:09","B78311","2019-01-30 18:40:44","3"
"10","1","10","B78311","2018-05-07 14:59:10","B78311","2019-02-14 17:12:34","5"
"11","2","0","A2636","2018-05-07 14:58:46","A2636",\N,"1"
