"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"1","1","1","2017-08-31","4","ライン","帯",\N,\N,\N,\N,"0000","2300","1",\N,\N,"migration","2017-09-09 00:00:00","migration","2017-09-09 00:00:00","0","1"
"2","2",\N,"1","3","1","2017-10-07","6","横浜日吉健診センター MEDOC 1","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2017-09-17 11:39:09","A1589","2017-10-03 18:44:44","0","1"
"3","2",\N,"1","3","1","2017-10-07","6","横浜日吉健診センター MEDOC 1","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2017-09-17 11:39:09","A1589","2017-10-03 18:44:44","0","1"
"4","2",\N,"1","3","1","2017-12-25","1","横浜日吉健診センター MEDOC 1","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2017-10-16 15:14:48","A2062","2017-10-16 15:14:48","0","1"
"5","2",\N,"1","3","1","2017-12-25","1","横浜日吉健診センター MEDOC 1","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2017-10-16 15:14:48","A2062","2017-10-16 15:14:48","0","1"
"6","2",\N,"1","3","1","2018-02-08","4","標準","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-01-23 14:08:41","A2064","2018-01-31 15:43:29","1","2"
"7","2",\N,"1","3","1","2018-02-08","4","標準","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-01-23 14:08:41","A2064","2018-01-31 15:43:29","1","2"
"8","2",\N,"1","3","1","2018-02-24","6","標準","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-01-25 21:45:03","B37723","2018-02-07 14:04:17","1","2"
"9","2",\N,"1","3","1","2018-02-24","6","標準","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-01-25 21:45:03","B37723","2018-02-07 14:04:17","1","2"
"10","2",\N,"1","3","1","2018-02-16","5","標準","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2064","2018-01-31 15:43:28","A2064","2018-01-31 15:43:28","0","1"
"11","2",\N,"1","3","1","2018-02-16","5","標準","帯1","0",\N,"1","0","0000","2300","1","1","1","A2064","2018-01-31 15:43:29","A2064","2018-01-31 15:43:29","0","1"
"12","2",\N,"1","3","1","2018-02-21","3","標準","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-02-07 13:08:12","B37723","2018-02-07 14:02:08","1","2"
"13","2",\N,"1","3","1","2018-02-21","3","標準","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-02-07 13:08:12","B37723","2018-02-07 14:02:08","1","2"
"14","2",\N,"1","3","1","2018-02-28","3","標準","帯1","0",\N,"1","0","0000","2300","1","9",\N,"B37723","2018-02-07 14:02:08","B37723","2018-02-07 14:02:08","0","1"
"15","2",\N,"1","3","1","2018-02-28","3","標準","帯1","0",\N,"1","0","0000","2300","1","1","1","B37723","2018-02-07 14:02:08","B37723","2018-02-07 14:02:08","0","1"
