"LINE_ID","SHIFT_CALENDAR_ID","PERIOD_FROM","PERIOD_TO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"5","1","2018-04-12",\N,"A2636","2018-04-12 12:06:46","A2636","2018-04-12 12:06:46","1"
"6","2","2018-06-18","2018-06-18","B83238","2018-06-18 16:37:11","B83238","2018-06-18 16:37:11","1"
"6","4","2018-06-19","2018-06-19","B83238","2018-06-18 16:37:11","B83238","2018-06-18 16:37:11","1"
"6","6","2018-06-20","2018-06-20","B83238","2018-06-18 16:37:11","B83238","2018-06-18 16:37:11","1"
"6","7","2018-06-21","2018-06-21","B83238","2018-06-18 16:37:11","B83238","2018-06-18 16:37:11","2"
"6","8","2018-06-22","2018-06-22","B83238","2018-06-18 16:37:11","B83238","2018-06-18 16:37:11","1"
"6","9","2018-06-23","2018-06-24","B83238","2018-06-18 16:37:11","B83238","2018-06-18 16:37:11","2"
"6","10","2018-06-25","2018-06-25","B83238","2018-06-18 16:37:11","B83238","2018-06-18 16:37:11","1"
"6","12","2018-06-26","2018-06-26","B83238","2018-06-18 16:37:11","B83238","2018-06-18 16:37:11","1"
"6","14","2018-06-27","2018-06-27","B83238","2018-06-18 16:37:11","B83238","2018-06-18 16:37:11","1"
"6","15","2018-06-28","2018-06-28","B83238","2018-06-18 16:37:11","B83238","2018-06-18 16:37:11","2"
"6","16","2018-06-29","2018-06-29","B83238","2018-06-18 16:37:11","B83238","2018-06-18 16:37:11","1"
"6","17","2018-06-30","2018-07-01","B83238","2018-06-18 16:37:11","B83238","2018-06-18 16:37:11","2"
"6","18","2018-07-02","2018-07-02","B83238","2018-06-18 16:37:11","B83238","2018-06-18 16:37:11","1"
"6","20","2018-07-03","2018-07-03","B83238","2018-06-18 16:37:12","B83238","2018-06-18 16:37:12","1"
"6","22","2018-07-04","2018-07-04","B83238","2018-06-18 16:37:12","B83238","2018-06-18 16:37:12","1"
"6","23","2018-07-05","2018-07-05","B83238","2018-06-18 16:37:12","B83238","2018-06-18 16:37:12","2"
"6","24","2018-07-06","2018-07-06","B83238","2018-06-18 16:37:12","B83238","2018-06-18 16:37:12","1"
"6","25","2018-07-07","2018-07-08","B83238","2018-06-18 16:37:12","B83238","2018-06-21 13:00:51","3"
"6","26","2018-07-11","2018-07-11","B83238","2018-06-18 16:37:12","B83238","2018-06-18 16:37:12","1"
"6","27","2018-07-12","2018-07-12","B83238","2018-06-18 16:37:12","B83238","2018-06-18 16:52:58","3"
"6","28","2018-07-23","2018-07-23","B83238","2018-06-18 16:37:12","B83238","2018-06-18 16:37:12","1"
"6","30","2018-08-13","2018-08-13","B83238","2018-06-18 16:37:12","B83238","2018-06-18 16:37:12","1"
