"LINE_ID","SHIFT_CALENDAR_ID","PERIOD_FROM","PERIOD_TO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","2019-04-24","2019-05-22","A2636","2019-04-24 12:03:38","B93017","2019-05-22 13:23:29","2"
"1","2","2019-05-23","2019-05-23","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","4","2019-05-24","2019-05-24","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","5","2019-05-25","2019-05-29","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","6","2019-05-30","2019-05-30","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","8","2019-05-31","2019-05-31","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","9","2019-06-01","2019-06-05","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","10","2019-06-06","2019-06-06","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","12","2019-06-07","2019-06-07","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","13","2019-06-08","2019-06-12","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","14","2019-06-13","2019-06-13","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","16","2019-06-14","2019-06-14","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","17","2019-06-15","2019-06-19","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","18","2019-06-20","2019-06-20","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","20","2019-06-21","2019-06-21","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","21","2019-06-22","2019-06-26","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","22","2019-06-27","2019-06-27","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","24","2019-06-28","2019-06-28","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","25","2019-06-29","2019-07-03","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","26","2019-07-04","2019-07-04","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","28","2019-07-05","2019-07-05","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","29","2019-07-06","2019-07-10","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","30","2019-07-11","2019-07-11","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","32","2019-07-12","2019-07-12","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","33","2019-07-13","2019-07-17","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","34","2019-07-18","2019-07-18","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","36","2019-07-19","2019-07-19","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","37","2019-07-20","2019-07-24","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","38","2019-07-25","2019-07-25","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","40","2019-07-26","2019-07-26","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","41","2019-07-27","2019-07-31","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","42","2019-08-01","2019-08-01","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","44","2019-08-02","2019-08-02","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","45","2019-08-03","2019-08-07","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","46","2019-08-08","2019-08-08","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","48","2019-08-09","2019-08-09","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","49","2019-08-10","2019-08-14","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","50","2019-08-15","2019-08-15","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","52","2019-08-16","2019-08-16","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","53","2019-08-17","2019-08-21","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","54","2019-08-22","2019-08-22","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","56","2019-08-23","2019-08-23","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","57","2019-08-24","2019-08-28","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","58","2019-08-29","2019-08-29","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","60","2019-08-30","2019-08-30","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","61","2019-08-31","2019-09-04","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","62","2019-09-05","2019-09-05","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","64","2019-09-06","2019-09-06","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","65","2019-09-07","2019-09-11","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","66","2019-09-12","2019-09-12","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","68","2019-09-13","2019-09-13","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","69","2019-09-14","2019-09-18","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","70","2019-09-19","2019-09-19","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","72","2019-09-20","2019-09-20","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","73","2019-09-21","2019-09-25","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","74","2019-09-26","2019-09-26","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","76","2019-09-27","2019-09-27","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","77","2019-09-28","2019-10-02","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","78","2019-10-03","2019-10-03","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","80","2019-10-04","2019-10-04","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","81","2019-10-05","2019-10-09","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","82","2019-10-10","2019-10-10","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","84","2019-10-11","2019-10-11","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","85","2019-10-12","2019-10-16","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","86","2019-10-17","2019-10-17","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","88","2019-10-18","2019-10-18","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","89","2019-10-19","2019-10-23","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","90","2019-10-24","2019-10-24","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","92","2019-10-25","2019-10-25","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","93","2019-10-26","2019-10-30","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","2"
"1","94","2019-10-31","2019-10-31","B93017","2019-05-22 13:23:29","B93017","2019-05-22 13:23:29","1"
"1","95","2019-11-01","2019-11-06","B93017","2019-05-22 13:23:29","B93017","2019-11-05 10:17:29","2"
"1","96","2019-11-07","2019-11-07","B93017","2019-11-05 10:17:29","B93017","2019-11-05 10:17:29","1"
"1","98","2019-11-08","2019-11-08","B93017","2019-11-05 10:17:29","B93017","2019-11-05 10:17:29","1"
"1","99","2019-11-09","2019-11-13","B93017","2019-11-05 10:17:29","B93017","2019-11-05 10:17:29","2"
