"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"1","14","1","2018-03-24","6","WEB予約受け付けない","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2018-03-22 13:47:20","A2062","2018-03-22 13:47:20","0","1"
"2","2",\N,"1","14","1","2018-03-24","6","WEB予約受け付けない","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2018-03-22 13:47:20","A2062","2018-03-22 13:47:20","0","1"
"3","2",\N,"1","16","1","2018-07-23","1","WEB予約受け付ける","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A2062","2018-07-10 10:54:24","A2062","2018-07-10 10:58:44","0","1"
"4","2",\N,"1","16","1","2018-07-23","1","WEB予約受け付ける","帯1","0",\N,"2","0","0000","2300","1","1","1","A2062","2018-07-10 10:54:24","A2062","2018-07-10 11:22:41","0","2"
"5","2",\N,"1","16","1","2018-07-23","1","WEB予約受け付ける","帯1","0",\N,"2","0","0000","2300","1","1","2","A2062","2018-07-10 11:01:38","A2062","2018-07-10 11:01:38","0","1"
"6","2",\N,"1","17","1","2018-08-13","1","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-07-30 10:33:58","CUSTUMER","2018-07-30 10:33:58","0","1"
"7","2",\N,"1","17","1","2018-08-13","1","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-07-30 10:33:58","A2062","2018-08-23 18:27:33","0","2"
"8","2",\N,"1","17","1","2018-08-27","1","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2018-08-07 18:10:48","A2062","2018-08-07 18:10:48","0","1"
"9","2",\N,"1","17","1","2018-08-27","1","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2018-08-07 18:10:48","A2062","2018-08-07 18:10:48","0","1"
"10","2",\N,"1","17","1","2018-09-18","2","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-08-22 23:12:34","CUSTUMER","2018-08-22 23:12:34","0","1"
"11","2",\N,"1","17","1","2018-09-18","2","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-08-22 23:12:34","CUSTUMER","2018-08-22 23:12:34","0","1"
"12","2",\N,"1","17","1","2019-01-04","5","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-10-20 18:04:34","CUSTUMER","2018-10-20 18:04:34","0","1"
"13","2",\N,"1","17","1","2019-01-04","5","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-10-20 18:04:34","A2062","2019-01-22 18:45:58","0","2"
"14","2",\N,"1","17","1","2018-11-29","4","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-11-14 09:19:04","CUSTUMER","2018-11-14 09:19:04","0","1"
"15","2",\N,"1","17","1","2018-11-29","4","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-11-14 09:19:04","CUSTUMER","2018-11-14 09:19:04","0","1"
"16","2",\N,"1","17","1","2018-12-28","5","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2018-12-27 17:01:58","A2062","2018-12-27 17:01:58","0","1"
"17","2",\N,"1","17","1","2018-12-28","5","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2018-12-27 17:01:58","A2062","2018-12-27 17:01:58","0","1"
"18","2",\N,"1","17","1","2019-01-15","2","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-12-31 00:26:54","CUSTUMER","2018-12-31 00:26:54","0","1"
"19","2",\N,"1","17","1","2019-01-15","2","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-12-31 00:26:54","CUSTUMER","2018-12-31 00:26:54","0","1"
"20","2",\N,"1","17","1","2019-01-18","5","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-01-04 16:29:51","CUSTUMER","2019-01-04 16:29:51","0","1"
"21","2",\N,"1","17","1","2019-01-18","5","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-01-04 16:29:51","CUSTUMER","2019-01-04 16:29:51","0","1"
"22","2",\N,"1","17","1","2019-01-28","1","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-01-14 11:48:30","CUSTUMER","2019-01-14 11:48:30","0","1"
"23","2",\N,"1","17","1","2019-01-28","1","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-01-14 11:48:31","CUSTUMER","2019-01-14 11:48:31","0","1"
"24","2",\N,"1","17","1","2019-01-29","2","WEB予約受け付ける","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-01-15 08:38:08","CUSTUMER","2019-01-15 08:38:08","0","1"
