"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","7","A3219","2019-10-10 09:32:30","A3219",\N,"1"
"2","1","8","A3219","2019-10-10 09:32:31","A3219",\N,"1"
"3","1","9","A3219","2019-10-10 09:32:33","A3219",\N,"1"
"4","1","10","A3219","2019-10-10 09:32:35","A3219",\N,"1"
"5","2","1","A2062","2019-07-18 15:34:05","A2062",\N,"1"
"6","1","6","A3219","2019-10-10 09:32:28","A3219","2019-10-17 16:25:59","3"
"7","1","5","A3219","2019-10-10 09:32:26","A3219","2019-10-17 16:36:14","4"
"8","1","4","A3219","2019-10-10 09:32:25","A3219","2019-10-17 16:39:31","3"
"9","1","3","A3219","2019-10-10 09:32:23","A3219","2019-10-17 16:43:35","3"
"10","1","2","A3219","2019-10-10 09:32:21","A3219","2019-10-17 17:07:07","3"
"11","1","1","A3219","2019-10-10 09:32:20","A3219","2019-10-17 16:58:15","4"
"12","1","0","A3219","2019-10-11 13:09:05","A3219","2019-10-17 16:27:05","2"
"13","1","0","A3219","2019-10-11 13:11:20","A3219","2019-10-17 16:37:30","2"
"14","1","0","A3219","2019-10-11 13:12:47","A3219","2019-10-17 16:41:00","2"
"15","1","0","A3219","2019-10-11 13:14:14","A3219","2019-10-17 16:45:57","2"
"16","1","0","A3219","2019-10-11 13:15:38","A3219","2019-10-17 16:56:44","2"
"17","1","0","A3219","2019-10-11 13:17:01","A3219","2019-10-17 17:08:30","2"
