"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
37598,30,A2064,2018-05-17 11:01:09,A2064,2018-05-17 11:01:09,1
37598,31,A2064,2018-05-17 11:01:10,A2064,2018-05-17 11:01:10,1
37598,32,A2064,2018-05-17 11:01:03,A2064,2018-05-17 11:01:03,1
37598,33,A2064,2018-05-17 11:01:06,A2064,2018-05-17 11:01:06,1
37598,36,A2064,2018-05-17 11:01:06,A2064,2018-05-17 11:01:06,1
37598,37,A2064,2018-05-17 11:01:07,A2064,2018-05-17 11:01:07,1
37598,38,A2064,2018-05-17 11:01:07,A2064,2018-05-17 11:01:07,1
37598,150,A2064,2018-05-17 11:01:07,A2064,2018-05-17 11:01:07,1
37598,203,A2064,2018-05-17 11:01:08,A2064,2018-05-17 11:01:08,1
107804,30,A3211,2020-03-23 11:56:17,A3211,2020-03-23 11:56:17,1
107804,31,A3211,2020-03-23 11:56:16,A3211,2020-03-23 11:56:16,1
107804,32,A3211,2020-03-23 11:56:16,A3211,2020-03-23 11:56:16,1
107804,33,A3211,2020-03-23 11:56:16,A3211,2020-03-23 11:56:16,1
107804,36,A3211,2020-03-23 11:56:16,A3211,2020-03-23 11:56:16,1
107804,37,A3211,2020-03-23 11:56:16,A3211,2020-03-23 11:56:16,1
107804,38,A3211,2020-03-23 11:56:17,A3211,2020-03-23 11:56:17,1
107804,150,A3211,2020-03-23 11:56:17,A3211,2020-03-23 11:56:17,1
107804,203,A3211,2020-03-23 11:56:17,A3211,2020-03-23 11:56:17,1
