"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","2","6","A3210","2019-09-24 14:15:04","A3210",\N,"1"
"2","1","1","A2636","2019-03-20 15:11:33","A2636",\N,"1"
"3","2","5","A3250","2019-09-24 14:15:02","A3250","2019-09-30 13:55:04","2"
"4","2","1","A3250","2019-09-24 14:14:56","A3250","2019-09-30 13:55:31","2"
"5","2","3","A3250","2019-09-24 14:14:59","A3250","2019-09-30 13:55:56","2"
"6","3","1","A3271","2019-10-10 13:41:31","A3271","2019-11-22 14:34:08","3"
"7","2","2","A3271","2019-09-24 14:14:57","A3271","2019-11-22 14:34:55","3"
"8","2","4","A3271","2019-09-24 14:15:01","A3271","2019-11-22 14:38:27","3"
"9","4","1","A3271","2019-10-15 13:21:12","A3271","2019-11-22 15:05:54","3"
"10","5","1","A3271","2019-10-15 13:21:21","A3271","2019-11-22 15:06:33","3"
"11","6","1","A3271","2019-10-15 13:21:31","A3271","2019-11-22 15:07:43","3"
