"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"999999","999999","1","2017-08-23","3","ライン","帯",\N,\N,\N,\N,"0000","2300","1",\N,\N,"migration","2017-09-09 00:00:00","migration","2017-09-09 00:00:00","0","1"
"2","2",\N,"1","26","1","2017-11-25","6","コース共通","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2017-09-23 15:42:48","A2062","2017-11-02 17:47:07","0","1"
"3","2",\N,"1","26","1","2017-11-25","6","コース共通","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2017-09-23 15:42:48","A2062","2017-11-02 17:47:07","0","1"
"4","2",\N,"1","26","1","2017-11-25","6","コース共通","帯1","0",\N,"2","0","0000","2300","1","1","2","A2062","2017-09-25 10:36:52","A2062","2017-11-02 17:47:07","0","1"
"5","2",\N,"1","161","1","2018-03-24","6","コース共通","帯1","0",\N,"0","0","0000","2300","1","9",\N,"CUSTUMER","2017-10-14 13:47:09","B42377","2018-01-19 09:22:20","0","1"
"6","2",\N,"1","161","1","2018-03-24","6","コース共通","帯1","0",\N,"0","0","0000","2300","1","1","1","CUSTUMER","2017-10-14 13:47:09","B42377","2018-01-19 09:22:20","0","1"
"7","2",\N,"1","47","1","2018-01-12","5","コース共通","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2017-10-14 16:37:53","B42377","2017-12-07 09:17:31","0","1"
"8","2",\N,"1","47","1","2018-01-12","5","コース共通","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2017-10-14 16:37:53","B42377","2017-12-07 09:17:31","0","1"
"9","2",\N,"1","174","1","2018-06-30","6","標準","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A2064","2018-04-20 13:42:08","A2064","2018-04-20 13:42:08","0","1"
"10","2",\N,"1","174","1","2018-06-30","6","標準","帯1","0",\N,"2","0","0000","2300","1","1","1","A2064","2018-04-20 13:42:08","A2064","2018-04-20 13:42:08","0","1"
