"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","11","1","A3220","2019-06-28 16:07:51","A3220","2019-09-19 12:17:24","2"
"2","11","7","A2636","2019-06-28 16:08:01","A2636",\N,"1"
"3","11","2","A3220","2019-06-28 16:07:53","A3220","2019-09-19 12:18:17","2"
"4","11","8","A3210","2019-06-28 16:08:03","A3210","2019-11-12 09:57:18","3"
"5","11","10","A3220","2019-06-28 16:08:06","A3220","2019-09-19 12:12:53","2"
"6","11","9","A3220","2019-06-28 16:08:04","A3220","2019-09-19 12:21:27","4"
"7","11","6","A3210","2019-06-28 16:07:59","A3210","2019-11-12 09:58:11","4"
"8","11","5","A3213","2019-06-28 16:07:58","A3213","2019-09-27 17:24:29","3"
"9","11","4","A3213","2019-06-28 16:07:56","A3213","2019-09-27 17:24:45","3"
"10","11","3","A3213","2019-06-28 16:07:54","A3213","2019-09-27 17:24:04","3"
"11","10","1","A2636","2019-03-12 11:55:13","A2636",\N,"1"
