"HOLIDAY","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"2019-12-31","B96264","2019-11-14 16:32:16","B96264","2019-11-14 16:32:16","1"
"2020-01-01","A3249","2019-10-29 15:57:06","A3249","2019-10-29 15:57:06","1"
"2020-01-02","A3249","2019-10-29 15:57:06","A3249","2019-10-29 15:57:06","1"
"2020-01-03","A3249","2019-10-29 15:57:06","A3249","2019-10-29 15:57:06","1"
"2020-02-09","B96264","2019-11-14 16:32:16","B96264","2019-11-14 16:32:16","1"
