"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"2","12","1","B73993","2020-01-16 09:46:02","B73993",\N,"1"
"3","8","1","B73993","2020-01-16 09:45:40","B73993",\N,"1"
"4","2","6","A3212","2019-10-21 10:47:00","A3212",\N,"1"
"5","2","1","A3212","2019-10-21 10:46:52","A3212",\N,"1"
"6","2","3","A3212","2019-10-21 10:46:55","A3212",\N,"1"
"7","2","7","A3212","2019-10-21 10:47:02","A3212",\N,"1"
"8","13","1","B73993","2020-01-16 09:45:53","B73993",\N,"1"
"9","2","4","A3212","2019-10-21 10:46:57","A3212",\N,"1"
"10","11","1","B73993","2017-12-26 16:21:11","B73993","2019-12-24 19:15:36","15"
"11","2","2","A3212","2019-10-21 10:46:54","A3212",\N,"1"
"12","2","5","A3212","2019-10-21 10:46:59","A3212",\N,"1"
"13","14","1","A3212","2019-10-21 10:43:03","A3212",\N,"1"
