"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"2","1","1","2019-08-08","4","カレンダー2","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A2636","2019-07-26 12:40:43","A2636","2019-07-26 12:40:43","0","1"
"2","2",\N,"2","1","1","2019-08-08","4","カレンダー2","帯1","0",\N,"2","0","0000","2300","1","1","1","A2636","2019-07-26 12:40:43","A2636","2019-07-26 12:40:43","0","1"
"3","2",\N,"1","1","1","2019-08-09","5","カレンダー1","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A2636","2019-07-30 11:38:56","A2636","2019-07-30 11:38:56","0","1"
"4","2",\N,"1","1","1","2019-08-09","5","カレンダー1","帯1","0",\N,"2","0","0000","2300","1","1","1","A2636","2019-07-30 11:38:56","A2636","2019-07-30 11:38:56","0","1"
"5","2",\N,"2","1","1","2019-08-31","6","カレンダー2","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2019-08-09 19:44:38","B95636","2019-08-13 17:37:31","1","2"
"6","2",\N,"2","1","1","2019-08-31","6","カレンダー2","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2019-08-09 19:44:38","B95636","2019-08-13 17:37:31","1","2"
"7","2",\N,"2","2","1","2019-11-16","6","カレンダー2","帯1","0",\N,"3","0","0000","2300","1","9",\N,"B95636","2019-08-13 17:37:31","B95636","2019-09-26 18:47:01","0","1"
"8","2",\N,"2","2","1","2019-11-16","6","カレンダー2","帯1","0",\N,"3","0","0000","2300","1","1","1","B95636","2019-08-13 17:37:31","B95636","2019-09-26 18:47:01","0","2"
"9","2",\N,"2","1","1","2019-09-09","1","カレンダー2","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2019-08-15 10:00:19","B95636","2019-09-26 18:17:42","1","2"
"10","2",\N,"2","1","1","2019-09-09","1","カレンダー2","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2019-08-15 10:00:19","B95636","2019-09-26 18:17:42","1","2"
"11","2",\N,"2","1","1","2019-09-04","3","カレンダー2","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2019-08-15 20:04:59","CUSTUMER","2019-08-15 20:04:59","0","1"
"12","2",\N,"2","1","1","2019-09-04","3","カレンダー2","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2019-08-15 20:04:59","CUSTUMER","2019-08-15 20:04:59","0","1"
"13","2",\N,"2","1","1","2019-09-07","6","カレンダー2","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2019-08-18 09:51:13","B95636","2019-08-20 09:19:51","1","2"
"14","2",\N,"2","1","1","2019-09-07","6","カレンダー2","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2019-08-18 09:51:13","B95636","2019-08-20 09:19:51","1","2"
"15","2",\N,"2","1","1","2019-09-04","3","カレンダー2","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2019-08-19 16:13:26","CUSTUMER","2019-08-19 16:13:26","0","1"
"16","2",\N,"2","1","1","2019-09-04","3","カレンダー2","帯1","0",\N,"2","0","0000","2300","1","1","2","CUSTUMER","2019-08-19 16:16:42","CUSTUMER","2019-08-19 16:16:42","0","1"
"17","2",\N,"2","2","1","2019-11-16","6","カレンダー2","帯1","0",\N,"3","0","0000","2300","1","1","1","B95636","2019-08-20 09:19:51","B95636","2019-09-26 18:47:01","0","1"
"18","2",\N,"2","1","1","2019-09-14","6","カレンダー2","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2019-08-28 23:37:44","B95636","2019-08-30 18:35:12","1","2"
"19","2",\N,"2","1","1","2019-09-14","6","カレンダー2","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2019-08-28 23:37:44","B95636","2019-08-30 18:35:12","1","2"
"20","2",\N,"2","1","1","2019-09-13","5","カレンダー2","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2019-08-29 16:37:04","CUSTUMER","2019-08-29 16:37:04","0","1"
"21","2",\N,"2","1","1","2019-09-13","5","カレンダー2","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2019-08-29 16:37:04","CUSTUMER","2019-08-29 16:37:04","0","1"
