"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
85376,30,B85376,2019-03-28 20:54:37,B85376,2019-03-28 20:54:37,1
85376,31,B85376,2019-03-28 20:54:37,B85376,2019-03-28 20:54:37,1
85376,32,B85376,2019-03-28 20:54:37,B85376,2019-03-28 20:54:37,1
85376,33,B85376,2019-03-28 20:54:37,B85376,2019-03-28 20:54:37,1
85376,36,B85376,2019-03-28 20:54:37,B85376,2019-03-28 20:54:37,1
85376,37,B85376,2019-03-28 20:54:37,B85376,2019-03-28 20:54:37,1
85376,38,B85376,2019-03-28 20:54:37,B85376,2019-03-28 20:54:37,1
85376,150,B85376,2019-03-28 20:54:37,B85376,2019-03-28 20:54:37,1
85376,203,B85376,2019-03-28 20:54:37,B85376,2019-03-28 20:54:37,1
95080,30,B85376,2019-06-07 09:45:46,B85376,2019-06-07 09:45:46,1
95080,31,B85376,2019-06-07 09:45:46,B85376,2019-06-07 09:45:46,1
95080,32,B85376,2019-06-07 09:45:46,B85376,2019-06-07 09:45:46,1
95080,33,B85376,2019-06-07 09:45:46,B85376,2019-06-07 09:45:46,1
95080,36,B85376,2019-06-07 09:45:46,B85376,2019-06-07 09:45:46,1
95080,37,B85376,2019-06-07 09:45:46,B85376,2019-06-07 09:45:46,1
95080,38,B85376,2019-06-07 09:45:46,B85376,2019-06-07 09:45:46,1
95080,150,B85376,2019-06-07 09:45:46,B85376,2019-06-07 09:45:46,1
95080,203,B85376,2019-06-07 09:45:46,B85376,2019-06-07 09:45:46,1
