"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
87000,30,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
87000,31,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
87000,32,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
87000,33,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
87000,36,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
87000,37,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
87000,38,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
87000,150,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
87000,203,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
91475,30,B91475,2019-01-23 12:55:55,B91475,2019-01-23 12:55:55,1
91475,31,B91475,2019-01-23 12:55:55,B91475,2019-01-23 12:55:55,1
91475,32,B91475,2019-01-23 12:55:55,B91475,2019-01-23 12:55:55,1
91475,33,B91475,2019-01-23 12:55:55,B91475,2019-01-23 12:55:55,1
91475,36,B91475,2019-01-23 12:55:55,B91475,2019-01-23 12:55:55,1
91475,37,B91475,2019-01-23 12:55:55,B91475,2019-01-23 12:55:55,1
91475,38,B91475,2019-01-23 12:55:55,B91475,2019-01-23 12:55:55,1
91475,150,B91475,2019-01-23 12:55:55,B91475,2019-01-23 12:55:55,1
91475,203,B91475,2019-01-23 12:55:55,B91475,2019-01-23 12:55:55,1
