"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A3271","2019-01-11 10:44:57","A3271","2020-04-09 17:08:11","10"
"2","2","1","A2636","2018-08-02 13:27:38","A2636",\N,"1"
"3","3","1","A3271","2018-09-20 11:41:15","A3271","2020-04-06 16:44:52","17"
"4","4","1","A3271","2020-04-06 16:51:40","A3271",\N,"1"
"5","5","1","A3271","2019-02-25 11:05:20","A3271","2020-04-09 17:06:43","6"
"6","6","1","A3271","2019-01-11 10:30:27","A3271","2020-04-09 17:09:31","8"
"7","7","1","A1589","2019-02-25 11:05:27","A1589","2019-04-19 10:01:48","7"
"8","3","0","A2636","2019-02-25 15:54:46","A2636","2019-07-04 10:16:18","6"
"9","8","1","A3210","2019-09-09 17:34:29","A3210","2020-01-09 13:35:25","3"
"10","9","1","A3210","2019-09-10 11:43:15","A3210","2020-01-09 13:35:47","3"
