"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
81818,30,system,2018-01-26 23:20:16,system,2018-01-26 23:20:16,1
81818,31,system,2018-01-26 23:20:16,system,2018-01-26 23:20:16,1
81818,32,system,2018-01-26 23:20:16,system,2018-01-26 23:20:16,1
81818,33,system,2018-01-26 23:20:16,system,2018-01-26 23:20:16,1
81818,36,system,2018-01-26 23:20:16,system,2018-01-26 23:20:16,1
81818,37,system,2018-01-26 23:20:16,system,2018-01-26 23:20:16,1
81818,38,system,2018-01-26 23:20:16,system,2018-01-26 23:20:16,1
81818,150,system,2018-01-26 23:20:16,system,2018-01-26 23:20:16,1
81818,203,system,2018-01-26 23:20:16,system,2018-01-26 23:20:16,1
88487,30,B81818,2018-09-21 15:58:49,B81818,2018-09-21 15:58:49,1
88487,31,B81818,2018-09-21 15:58:49,B81818,2018-09-21 15:58:49,1
88487,32,B81818,2018-09-21 15:58:49,B81818,2018-09-21 15:58:49,1
88487,33,B81818,2018-09-21 15:58:49,B81818,2018-09-21 15:58:49,1
88487,36,B81818,2018-09-21 15:58:49,B81818,2018-09-21 15:58:49,1
88487,37,B81818,2018-09-21 15:58:49,B81818,2018-09-21 15:58:49,1
88487,38,B81818,2018-09-21 15:58:49,B81818,2018-09-21 15:58:49,1
88487,150,B81818,2018-09-21 15:58:49,B81818,2018-09-21 15:58:49,1
88487,203,B81818,2018-09-21 15:58:49,B81818,2018-09-21 15:58:49,1
