"LINE_ID","APPOINT_DATE","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","2018-01-01","A1589","2017-12-08 09:42:21","A1589","2017-12-08 09:42:21","1"
"1","2018-01-02","A1589","2017-12-08 09:42:22","A1589","2017-12-08 09:42:22","1"
"1","2018-01-03","A1589","2017-12-08 09:42:23","A1589","2017-12-08 09:42:23","1"
"1","2018-01-04","A1589","2017-12-08 09:42:26","A1589","2017-12-08 09:42:26","1"
"1","2018-01-08","A1589","2017-12-08 09:42:25","A1589","2017-12-08 09:42:25","1"
"1","2018-02-12","A1589","2017-12-08 09:42:30","A1589","2017-12-08 09:42:30","1"
"1","2018-03-21","A1589","2017-12-08 09:42:29","A1589","2017-12-08 09:42:29","1"
"1","2018-04-30","A1589","2017-12-08 09:42:35","A1589","2017-12-08 09:42:35","1"
"1","2018-05-03","A1589","2017-12-08 09:42:32","A1589","2017-12-08 09:42:32","1"
"1","2018-05-04","A1589","2017-12-08 09:42:33","A1589","2017-12-08 09:42:33","1"
"1","2018-07-16","A2062","2018-02-02 17:43:58","A2062","2018-02-02 17:43:58","1"
