"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"2","1","1","2017-11-16","4","WEB予約受け付けない","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A2064","2017-10-23 17:28:12","A2064","2017-10-23 17:28:12","0","1"
"2","2",\N,"2","1","1","2017-11-16","4","WEB予約受け付けない","帯1","0",\N,"2","0","0000","2300","1","1","1","A2064","2017-10-23 17:28:12","A2064","2017-10-23 17:28:12","0","1"
"3","2",\N,"2","1","1","2017-11-16","4","WEB予約受け付けない","帯1","0",\N,"2","0","0000","2300","1","1","2","A2064","2017-10-23 17:29:13","A2064","2017-10-23 17:29:13","0","1"
"4","2",\N,"1","88","1","2017-11-14","2","福島","帯1","0",\N,"3","0","0000","2300","1","9",\N,"CUSTUMER","2017-10-31 14:27:23","A2062","2017-11-07 14:32:12","0","1"
"5","2",\N,"1","88","1","2017-11-14","2","福島","帯1","0",\N,"3","0","0000","2300","1","1","1","CUSTUMER","2017-10-31 14:27:23","A2062","2017-11-07 14:32:12","0","1"
"6","2",\N,"3","96","1","2017-12-26","2","【午後】スタンダード人間ドック","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A2062","2017-12-06 10:51:00","A2062","2017-12-06 10:51:00","0","1"
"7","2",\N,"3","96","1","2017-12-26","2","【午後】スタンダード人間ドック","帯1","0",\N,"2","0","0000","2300","1","1","1","A2062","2017-12-06 10:51:00","A2062","2017-12-06 10:51:00","0","1"
"8","2",\N,"3","96","1","2017-12-20","3","【午後】スタンダード人間ドック","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A2062","2017-12-12 17:35:07","A2062","2017-12-13 09:48:32","1","2"
"9","2",\N,"3","96","1","2017-12-20","3","【午後】スタンダード人間ドック","帯1","0",\N,"2","0","0000","2300","1","1","1","A2062","2017-12-12 17:35:07","A2062","2017-12-13 09:48:32","1","2"
"10","2",\N,"3","96","1","2017-12-27","3","【午後】スタンダード人間ドック","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A2062","2017-12-13 09:48:32","A2062","2017-12-13 09:48:32","0","1"
"11","2",\N,"3","96","1","2017-12-27","3","【午後】スタンダード人間ドック","帯1","0",\N,"2","0","0000","2300","1","1","1","A2062","2017-12-13 09:48:32","A2062","2017-12-13 09:48:32","0","1"
"12","2",\N,"3","96","1","2017-12-20","3","【午後】スタンダード人間ドック","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2017-12-13 14:02:38","CUSTUMER","2017-12-13 14:02:38","0","1"
"13","2",\N,"3","96","1","2017-12-20","3","【午後】スタンダード人間ドック","帯1","0",\N,"2","0","0000","2300","1","1","1","CUSTUMER","2017-12-13 14:02:38","CUSTUMER","2017-12-13 14:02:38","0","1"
"14","2",\N,"3","96","1","2017-12-27","3","【午後】スタンダード人間ドック","帯1","0",\N,"2","0","0000","2300","1","1","2","A2062","2017-12-18 09:49:36","A2062","2017-12-21 14:35:35","1","2"
"15","2",\N,"3","101","1","2018-01-11","4","【午後】スタンダード人間ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2017-12-19 13:02:20","B38354","2018-01-22 11:40:43","1","2"
"16","2",\N,"3","101","1","2018-01-11","4","【午後】スタンダード人間ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2017-12-19 13:02:20","B38354","2018-01-22 11:40:43","1","2"
"17","2",\N,"3","102","1","2018-01-16","2","【午後】スタンダード人間ドック","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A2062","2017-12-21 14:35:35","B38354","2017-12-28 08:51:16","0","1"
"18","2",\N,"3","102","1","2018-01-16","2","【午後】スタンダード人間ドック","帯1","0",\N,"2","0","0000","2300","1","1","1","A2062","2017-12-21 14:35:35","B38354","2017-12-28 08:51:16","0","1"
"19","2",\N,"5","51","1","2018-01-26","5","マンモ","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-01-02 03:34:18","CUSTUMER","2018-01-02 03:34:18","0","1"
"20","2",\N,"5","51","1","2018-01-26","5","マンモ","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-01-02 03:34:18","CUSTUMER","2018-01-02 03:34:18","0","1"
"21","2",\N,"3","102","1","2018-01-17","3","【午後】スタンダード人間ドック","帯1","0",\N,"2","0","0000","2300","1","9",\N,"CUSTUMER","2018-01-05 21:29:09","CUSTUMER","2018-01-05 21:29:09","0","1"
