"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"1","4","1","2018-11-19","1","通院ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-09-26 00:25:25","CUSTUMER","2018-09-26 00:25:25","0","1"
"2","2",\N,"1","4","1","2018-11-19","1","通院ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-09-26 00:25:25","CUSTUMER","2018-09-26 00:25:25","0","1"
"3","2",\N,"1","4","1","2018-10-22","1","通院ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-10-05 13:44:03","CUSTUMER","2018-10-05 13:44:03","0","1"
"4","2",\N,"1","4","1","2018-10-22","1","通院ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-10-05 13:44:03","CUSTUMER","2018-10-05 13:44:03","0","1"
"5","2",\N,"1","4","1","2019-01-07","1","通院ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-12-21 16:17:06","A2062","2018-12-21 18:02:18","1","2"
"6","2",\N,"1","4","1","2019-01-07","1","通院ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-12-21 16:17:06","A2062","2018-12-21 18:02:18","1","2"
"7","2",\N,"1","4","1","2019-01-09","3","通院ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2018-12-21 18:02:17","A2062","2018-12-21 18:02:17","0","1"
"8","2",\N,"1","4","1","2019-01-09","3","通院ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2018-12-21 18:02:18","A2062","2019-01-22 15:22:49","0","2"
"9","2",\N,"1","4","1","2019-01-23","3","通院ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2018-12-25 17:07:40","A2062","2018-12-26 10:52:28","1","2"
"10","2",\N,"1","4","1","2019-01-23","3","通院ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2018-12-25 17:07:41","A2062","2018-12-26 10:52:28","1","2"
"11","2",\N,"1","4","1","2019-01-28","1","通院ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2018-12-26 10:52:27","A2062","2018-12-26 10:52:27","0","1"
"12","2",\N,"1","4","1","2019-01-28","1","通院ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2018-12-26 10:52:27","A2062","2018-12-26 10:52:27","0","1"
"13","2",\N,"1","4","1","2019-01-29","2","通院ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-01-15 13:33:26","A2062","2019-01-18 19:19:09","1","2"
"14","2",\N,"1","4","1","2019-01-29","2","通院ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-01-15 13:33:27","A2062","2019-01-18 19:19:09","1","2"
"15","2",\N,"1","4","1","2019-01-30","3","通院ドック","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A2062","2019-01-18 19:19:09","A2062","2019-01-18 19:19:09","0","1"
"16","2",\N,"1","4","1","2019-01-30","3","通院ドック","帯1","0",\N,"1","0","0000","2300","1","1","1","A2062","2019-01-18 19:19:09","A2062","2019-01-18 19:19:09","0","1"
"17","2",\N,"2","1","1","2019-02-23","6","日帰りドック","帯1","0",\N,"3","0","0000","2300","1","9",\N,"CUSTUMER","2019-02-04 15:07:06","CUSTUMER","2019-02-04 15:07:06","0","1"
