"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
37661,30,B37661,2019-01-07 17:29:02,B37661,2019-01-07 17:29:02,1
37661,31,B37661,2019-01-07 17:29:02,B37661,2019-01-07 17:29:02,1
37661,32,B37661,2019-01-07 17:29:02,B37661,2019-01-07 17:29:02,1
37661,33,B37661,2019-01-07 17:29:02,B37661,2019-01-07 17:29:02,1
37661,36,B37661,2019-01-07 17:29:02,B37661,2019-01-07 17:29:02,1
37661,37,B37661,2019-01-07 17:29:02,B37661,2019-01-07 17:29:02,1
37661,38,B37661,2019-01-07 17:29:02,B37661,2019-01-07 17:29:02,1
37661,150,B37661,2019-01-07 17:29:02,B37661,2019-01-07 17:29:02,1
37661,203,B37661,2019-01-07 17:29:02,B37661,2019-01-07 17:29:02,1
91086,30,B37661,2019-01-07 17:28:31,B37661,2019-01-07 17:28:31,1
91086,31,B37661,2019-01-07 17:28:31,B37661,2019-01-07 17:28:31,1
91086,32,B37661,2019-01-07 17:28:31,B37661,2019-01-07 17:28:31,1
91086,33,B37661,2019-01-07 17:28:31,B37661,2019-01-07 17:28:31,1
91086,36,B37661,2019-01-07 17:28:31,B37661,2019-01-07 17:28:31,1
91086,37,B37661,2019-01-07 17:28:31,B37661,2019-01-07 17:28:31,1
91086,38,B37661,2019-01-07 17:28:31,B37661,2019-01-07 17:28:31,1
91086,150,B37661,2019-01-07 17:28:31,B37661,2019-01-07 17:28:31,1
91086,203,B37661,2019-01-07 17:28:31,B37661,2019-01-07 17:28:31,1
