"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
89609,30,system,2018-11-02 23:17:32,system,2018-11-02 23:17:32,1
89609,31,system,2018-11-02 23:17:32,system,2018-11-02 23:17:32,1
89609,32,system,2018-11-02 23:17:32,system,2018-11-02 23:17:32,1
89609,33,system,2018-11-02 23:17:32,system,2018-11-02 23:17:32,1
89609,36,system,2018-11-02 23:17:32,system,2018-11-02 23:17:32,1
89609,37,system,2018-11-02 23:17:32,system,2018-11-02 23:17:32,1
89609,38,system,2018-11-02 23:17:32,system,2018-11-02 23:17:32,1
89609,150,system,2018-11-02 23:17:32,system,2018-11-02 23:17:32,1
89609,203,system,2018-11-02 23:17:32,system,2018-11-02 23:17:32,1
102486,30,B89609,2019-10-19 08:54:52,B89609,2019-10-19 08:54:52,1
102486,32,B89609,2019-10-19 08:54:52,B89609,2019-10-19 08:54:52,1
102486,33,B89609,2019-10-19 08:54:52,B89609,2019-10-19 08:54:52,1
102486,36,B89609,2019-10-19 08:54:52,B89609,2019-10-19 08:54:52,1
102486,150,B89609,2019-10-19 08:54:52,B89609,2019-10-19 08:54:52,1
102486,203,B89609,2019-10-19 08:54:52,B89609,2019-10-19 08:54:52,1
