"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","4","A3220","2019-09-05 16:22:25","A3220",\N,"1"
"2","1","5","A3220","2019-09-05 16:22:27","A3220",\N,"1"
"3","1","6","A3220","2019-09-05 16:22:29","A3220",\N,"1"
"4","4","1","A3250","2019-09-05 16:23:27","A3250","2019-09-30 11:40:04","2"
"5","5","1","A3250","2019-09-05 16:24:06","A3250","2019-09-30 11:40:45","2"
"6","6","1","A3250","2019-09-05 16:24:41","A3250","2019-09-30 11:41:21","2"
"7","7","1","A2636","2019-02-01 10:27:06","A2636",\N,"1"
"8","9","1","A1589","2019-02-28 19:34:13","A1589","2019-02-28 19:34:46","2"
"9","9","2","A1589","2019-02-28 19:34:14","A1589","2019-02-28 19:35:30","2"
"10","9","3","A1589","2019-02-28 19:34:16","A1589","2019-02-28 19:36:23","3"
"11","1","1","A3250","2019-09-05 16:22:20","A3250","2019-09-30 11:38:20","2"
"12","1","2","A3250","2019-09-05 16:22:22","A3250","2019-09-30 11:38:54","2"
"13","1","3","A3250","2019-09-05 16:22:23","A3250","2019-09-30 11:39:17","2"
"17","10","1","A3271","2019-09-06 08:20:11","A3271","2019-11-20 17:59:11","3"
"18","10","2","A3271","2019-09-06 08:20:13","A3271","2019-11-20 17:59:40","3"
"19","10","3","A3271","2019-09-06 08:20:15","A3271","2019-11-20 18:00:09","3"
"20","11","1","A3271","2019-09-05 16:23:49","A3271","2019-11-20 18:01:07","3"
"21","12","1","A3271","2019-09-05 16:24:27","A3271","2019-11-20 18:01:34","3"
"22","13","1","A3271","2019-09-05 16:25:06","A3271","2019-11-20 18:02:09","3"
