"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
86151,30,system,2018-07-10 23:17:30,system,2018-07-10 23:17:30,1
86151,31,system,2018-07-10 23:17:30,system,2018-07-10 23:17:30,1
86151,32,system,2018-07-10 23:17:30,system,2018-07-10 23:17:30,1
86151,33,system,2018-07-10 23:17:30,system,2018-07-10 23:17:30,1
86151,36,system,2018-07-10 23:17:30,system,2018-07-10 23:17:30,1
86151,37,system,2018-07-10 23:17:30,system,2018-07-10 23:17:30,1
86151,38,system,2018-07-10 23:17:30,system,2018-07-10 23:17:30,1
86151,150,system,2018-07-10 23:17:30,system,2018-07-10 23:17:30,1
86151,203,system,2018-07-10 23:17:30,system,2018-07-10 23:17:30,1
88015,30,B86151,2018-09-10 17:20:52,B86151,2018-09-10 17:20:52,1
88015,31,B86151,2018-09-10 17:20:52,B86151,2018-09-10 17:20:52,1
88015,32,B86151,2018-09-10 17:20:52,B86151,2018-09-10 17:20:52,1
88015,33,B86151,2018-09-10 17:20:52,B86151,2018-09-10 17:20:52,1
88015,37,B86151,2018-09-10 17:20:52,B86151,2018-09-10 17:20:52,1
88015,38,B86151,2018-09-10 17:20:52,B86151,2018-09-10 17:20:52,1
88015,150,B86151,2018-09-10 17:20:52,B86151,2018-09-10 17:20:52,1
88015,203,B86151,2018-09-10 17:20:52,B86151,2018-09-10 17:20:52,1
