"LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","SHIFT_CALENDAR_ID","TIMEZONE_PATTERN_NAME","TIMEZONE_NAME","AUTO_RESERVATION_SETTING","START_TIME","END_TIME","OUTSIDE_RESERVATION","START_DAYS","ACCEPTANCE_START_TIME","END_DAYS","ACCEPTANCE_END_TIME","RESERVATION_FRAMES","LINE_NUM","SPARE_LINE_NUM","START_NUMBER","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","1","帯パターン1","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","A2867","2018-10-15 14:29:11","B87091","2019-08-14 14:10:11","20"
"1","4","1","4","帯パターン4","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:08","B87091","2019-08-14 14:10:11","19"
"1","6","1","6","帯パターン6","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:08","B87091","2019-08-14 14:10:11","19"
"1","7","1","7","帯パターン1","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:08","B87091","2019-08-14 14:10:11","19"
"1","10","1","10","帯パターン10","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:08","B87091","2019-08-14 14:10:11","19"
"1","12","1","12","帯パターン12","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:08","B87091","2019-08-14 14:10:11","19"
"1","13","1","13","帯パターン1","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:08","B87091","2019-08-14 14:10:11","19"
"1","16","1","16","帯パターン16","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:08","B87091","2019-08-14 14:10:11","19"
"1","18","1","18","帯パターン18","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:08","B87091","2019-08-14 14:10:11","19"
"1","19","1","19","帯パターン1","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:08","B87091","2019-08-14 14:10:11","19"
"1","22","1","22","帯パターン22","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:09","B87091","2019-08-14 14:10:11","19"
"1","24","1","24","帯パターン24","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:09","B87091","2019-08-14 14:10:11","19"
"1","25","1","25","帯パターン1","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:09","B87091","2019-08-14 14:10:11","19"
"1","27","1","27","帯パターン1","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:09","B87091","2019-08-14 14:10:11","19"
"1","30","1","30","帯パターン30","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:09","B87091","2019-08-14 14:10:11","19"
"1","32","1","32","帯パターン32","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:09","B87091","2019-08-14 14:10:11","19"
"1","33","1","33","帯パターン1","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:09","B87091","2019-08-14 14:10:11","19"
"1","36","1","36","帯パターン36","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:10","B87091","2019-08-14 14:10:11","19"
"1","38","1","38","帯パターン38","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:10","B87091","2019-08-14 14:10:11","19"
"1","39","1","39","帯パターン1","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:10","B87091","2019-08-14 14:10:11","19"
"1","42","1","42","帯パターン42","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:10","B87091","2019-08-14 14:10:11","19"
"1","44","1","44","帯パターン44","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:10","B87091","2019-08-14 14:10:11","19"
"1","45","1","45","帯パターン1","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:10","B87091","2019-08-14 14:10:11","19"
"1","48","1","48","帯パターン48","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:10","B87091","2019-08-14 14:10:11","19"
"1","50","1","50","帯パターン50","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:10","B87091","2019-08-14 14:10:11","19"
"1","51","1","51","帯パターン1","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:10","B87091","2019-08-14 14:10:11","19"
"1","91","1","91","帯パターン1","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","4","0","1","B87091","2018-12-04 09:41:13","B87091","2019-08-14 14:10:11","19"
"1","98","1","98","帯パターン98","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","0","0","1","B87091","2018-12-04 09:43:23","B87091","2019-08-14 14:10:11","18"
"1","99","1","99","帯パターン99","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","0","0","1","B87091","2018-12-04 09:43:23","B87091","2019-08-14 14:10:11","18"
"1","100","1","100","帯パターン100","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","0","0","1","B87091","2018-12-04 09:43:23","B87091","2019-08-14 14:10:11","18"
"1","101","1","101","帯パターン101","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","0","0","1","B87091","2018-12-04 09:43:23","B87091","2019-08-14 14:10:11","18"
"1","102","1","102","帯パターン102","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","0","0","1","B87091","2018-12-04 09:43:23","B87091","2019-08-14 14:10:11","18"
"1","103","1","103","帯パターン103","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","0","0","1","B87091","2018-12-04 09:43:23","B87091","2019-08-14 14:10:11","18"
"1","104","1","104","帯パターン104","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","0","0","1","B87091","2018-12-04 09:43:23","B87091","2019-08-14 14:10:11","18"
"1","105","1","105","帯パターン105","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","0","0","1","B87091","2018-12-04 09:43:23","B87091","2019-08-14 14:10:11","18"
"1","106","1","106","帯パターン106","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","0","0","1","B87091","2018-12-04 09:43:23","B87091","2019-08-14 14:10:11","18"
"1","107","1","107","帯パターン107","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","0","0","1","B87091","2018-12-04 09:43:23","B87091","2019-08-14 14:10:11","18"
"1","108","1","108","帯パターン108","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","0","0","1","B87091","2018-12-04 09:43:23","B87091","2019-08-14 14:10:11","18"
"1","115","1","115","帯パターン115","帯1",\N,"0000","2300","1","6000","0000","6","0000","0","0","0","1","B87091","2019-02-04 19:24:47","B87091","2019-08-14 14:10:11","17"
