"LINE_ID","APPOINT_DATE","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","2018-12-04","B87091","2018-12-04 09:41:51","B87091","2018-12-04 09:41:51","1"
"1","2018-12-05","B87091","2018-12-04 09:41:51","B87091","2018-12-04 09:41:51","1"
"1","2018-12-06","B87091","2018-12-04 09:41:52","B87091","2018-12-04 09:41:52","1"
"1","2018-12-07","B87091","2018-12-04 09:41:53","B87091","2018-12-04 09:41:53","1"
"1","2018-12-08","B87091","2018-12-04 09:41:54","B87091","2018-12-04 09:41:54","1"
"1","2018-12-11","B87091","2018-12-04 09:41:49","B87091","2018-12-04 09:41:49","1"
"1","2018-12-12","B87091","2018-12-04 09:41:48","B87091","2018-12-04 09:41:48","1"
"1","2018-12-13","B87091","2018-12-04 09:41:47","B87091","2018-12-04 09:41:47","1"
"1","2018-12-14","B87091","2018-12-04 09:41:47","B87091","2018-12-04 09:41:47","1"
"1","2018-12-15","B87091","2018-12-04 09:41:43","B87091","2018-12-04 09:41:43","1"
"1","2018-12-19","B87091","2018-12-04 09:41:35","B87091","2018-12-04 09:41:35","1"
"1","2018-12-20","B87091","2018-12-04 09:41:38","B87091","2018-12-04 09:41:38","1"
"1","2018-12-22","B87091","2018-12-04 09:41:41","B87091","2018-12-04 09:41:41","1"
"1","2018-12-26","B87091","2018-12-04 09:41:59","B87091","2018-12-04 09:41:59","1"
"1","2018-12-27","B87091","2018-12-04 09:42:01","B87091","2018-12-04 09:42:01","1"
"1","2019-01-11","B87091","2018-12-04 09:42:20","B87091","2018-12-04 09:42:20","1"
"1","2019-01-19","B87091","2018-12-04 09:42:36","B87091","2018-12-04 09:42:36","1"
"1","2019-02-01","B87091","2018-12-04 09:43:03","B87091","2018-12-04 09:43:03","1"
"2","2018-12-04","B87091","2018-12-04 09:48:24","B87091","2018-12-04 09:48:24","1"
"2","2018-12-05","B87091","2018-12-04 09:48:22","B87091","2018-12-04 09:48:22","1"
"2","2018-12-06","B87091","2018-12-04 09:48:23","B87091","2018-12-04 09:48:23","1"
"2","2018-12-07","B87091","2018-12-04 09:48:25","B87091","2018-12-04 09:48:25","1"
"2","2018-12-08","B87091","2018-12-04 09:48:25","B87091","2018-12-04 09:48:25","1"
"2","2018-12-11","B87091","2018-12-04 09:48:27","B87091","2018-12-04 09:48:27","1"
"2","2018-12-12","B87091","2018-12-04 09:48:28","B87091","2018-12-04 09:48:28","1"
"2","2018-12-13","B87091","2018-12-04 09:48:29","B87091","2018-12-04 09:48:29","1"
"2","2018-12-14","B87091","2018-12-04 09:48:34","B87091","2018-12-04 09:48:34","1"
"2","2018-12-15","B87091","2018-12-04 09:48:35","B87091","2018-12-04 09:48:35","1"
"2","2018-12-19","B87091","2018-12-04 09:48:39","B87091","2018-12-04 09:48:39","1"
"2","2018-12-20","B87091","2018-12-04 09:48:38","B87091","2018-12-04 09:48:38","1"
"2","2018-12-22","B87091","2018-12-04 09:48:36","B87091","2018-12-04 09:48:36","1"
"2","2018-12-26","B87091","2018-12-04 09:48:40","B87091","2018-12-04 09:48:40","1"
"2","2018-12-27","B87091","2018-12-04 09:48:41","B87091","2018-12-04 09:48:41","1"
"2","2018-12-31","B87091","2018-12-04 08:45:09","B87091","2018-12-04 08:45:09","1"
"2","2019-01-02","B87091","2018-12-04 08:45:33","B87091","2018-12-04 08:45:33","1"
"2","2019-01-03","B87091","2018-12-04 08:45:34","B87091","2018-12-04 08:45:34","1"
"2","2019-01-09","B87091","2018-12-04 09:48:59","B87091","2018-12-04 09:48:59","1"
"4","2018-12-31","B87091","2018-12-04 09:05:54","B87091","2018-12-04 09:05:54","1"
"4","2019-01-02","B87091","2018-12-04 09:05:50","B87091","2018-12-04 09:05:50","1"
"4","2019-01-03","B87091","2018-12-04 09:05:51","B87091","2018-12-04 09:05:51","1"
"6","2018-12-04","B87091","2018-12-04 09:46:09","B87091","2018-12-04 09:46:09","1"
"6","2018-12-05","B87091","2018-12-04 09:46:10","B87091","2018-12-04 09:46:10","1"
"6","2018-12-06","B87091","2018-12-04 09:46:11","B87091","2018-12-04 09:46:11","1"
"6","2018-12-07","B87091","2018-12-04 09:46:12","B87091","2018-12-04 09:46:12","1"
"6","2018-12-08","B87091","2018-12-04 08:41:26","B87091","2018-12-04 08:41:26","1"
"6","2018-12-10","B87091","2018-12-04 08:41:40","B87091","2018-12-04 08:41:40","1"
"6","2018-12-11","B87091","2018-12-04 09:46:16","B87091","2018-12-04 09:46:16","1"
"6","2018-12-15","B87091","2018-12-04 08:41:23","B87091","2018-12-04 08:41:23","1"
"6","2018-12-17","B87091","2018-12-04 08:41:41","B87091","2018-12-04 08:41:41","1"
"6","2018-12-22","B87091","2018-12-04 08:41:21","B87091","2018-12-04 08:41:21","1"
"6","2018-12-29","B87091","2018-12-04 08:41:20","B87091","2018-12-04 08:41:20","1"
"6","2018-12-31","B87091","2018-12-04 08:41:17","B87091","2018-12-04 08:41:17","1"
"6","2019-01-02","B87091","2018-12-04 08:41:03","B87091","2018-12-04 08:41:03","1"
"6","2019-01-03","B87091","2018-12-04 08:41:04","B87091","2018-12-04 08:41:04","1"
"6","2019-01-08","B87091","2018-12-04 09:46:31","B87091","2018-12-04 09:46:31","1"
"6","2019-01-11","B87091","2018-12-04 09:46:37","B87091","2018-12-04 09:46:37","1"
"6","2019-01-15","B87091","2018-12-04 09:46:38","B87091","2018-12-04 09:46:38","1"
