"LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","SHIFT_CALENDAR_ID","TIMEZONE_PATTERN_NAME","TIMEZONE_NAME","AUTO_RESERVATION_SETTING","START_TIME","END_TIME","OUTSIDE_RESERVATION","START_DAYS","ACCEPTANCE_START_TIME","END_DAYS","ACCEPTANCE_END_TIME","RESERVATION_FRAMES","LINE_NUM","SPARE_LINE_NUM","START_NUMBER","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","1","帯パターン1","帯1",\N,"0000","2300","1","9000","0000","6","0000","0","2","0","1","A2062","2017-08-22 13:38:24","OP120","2018-10-22 01:10:43","1"
"1","2","1","2","帯パターン2","帯1",\N,"0000","2300","1","9000","0000","6","0000","0","2","0","1","A2062","2017-08-22 13:39:17","OP120","2018-10-22 01:10:43","1"
"1","3","1","3","帯パターン3","帯1",\N,"0000","2300","1","9000","0000","6","0000","0","3","0","1","A2062","2017-08-22 13:41:08","OP120","2018-10-22 01:10:43","1"
"1","4","1","3","帯パターン4","帯1",\N,"0000","2300","1","9000","0000","6","0000","0","2","0","1","A2062","2017-08-22 13:41:08","OP120","2018-10-22 01:10:43","1"
"1","5","1","3","帯パターン5","帯1",\N,"0000","2300","1","9000","0000","6","0000","0","1","0","1","A2062","2017-08-22 13:41:08","OP120","2018-10-22 01:10:43","1"
"3","1","1","1","帯パターン1","帯1",\N,"0000","2300","1","6000","0000","13","0000","0","2","0","1","A2062","2017-08-22 14:02:41","A3211","2019-12-04 18:00:54","11"
"3","2","1","2","帯パターン2","帯1",\N,"0000","2300","1","6000","0000","13","0000","0","3","0","1","A2062","2017-08-22 14:05:39","A3211","2019-12-04 18:00:54","11"
"3","3","1","2","帯パターン3","帯1",\N,"0000","2300","1","6000","0000","13","0000","0","2","0","1","A2062","2017-08-22 14:05:39","A3211","2019-12-04 18:00:54","11"
"3","4","1","2","帯パターン4","帯1",\N,"0000","2300","1","6000","0000","13","0000","0","1","0","1","A2062","2017-08-22 14:05:39","A3211","2019-12-04 18:00:54","11"
"3","5","1","3","帯パターン5","帯1",\N,"0000","2300","1","6000","0000","13","0000","0","1","0","1","A1589","2017-12-18 09:40:23","A3211","2019-12-04 18:00:54","10"
"3","6","1","4","帯パターン6","帯1",\N,"0000","2300","1","6000","0000","13","0000","0","0","0","1","A2636","2018-05-02 15:16:18","A3211","2019-12-04 18:00:54","5"
