"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"14","14","1","A2636","2018-10-17 12:27:45","A2636",\N,"1"
"15","16","1","A3211","2019-09-02 13:47:06","A3211","2019-12-12 16:25:13","2"
"16","17","1","A3211","2019-09-02 13:48:08","A3211","2019-12-12 16:26:41","3"
"17","26","1","A3211","2019-09-02 13:56:48","A3211","2019-12-12 16:27:58","2"
"18","18","1","A3211","2019-09-02 13:48:56","A3211","2019-12-12 16:25:41","2"
"19","19","1","A3211","2019-09-02 13:50:20","A3211","2019-12-12 16:27:01","2"
"20","24","1","A3211","2019-09-02 13:55:17","A3211","2019-12-12 16:28:40","2"
"21","20","1","A3211","2019-09-02 13:51:42","A3211","2019-12-12 16:29:20","2"
"22","15","1","A3211","2019-09-02 13:45:51","A3211","2019-12-12 16:27:22","2"
"23","15","2","A3211","2019-09-02 13:45:53","A3211","2019-12-12 16:27:45","2"
"24","25","1","A3211","2019-09-02 13:56:02","A3211","2019-12-12 16:28:12","2"
"25","23","1","A3211","2019-09-02 13:54:23","A3211","2019-12-12 16:28:29","2"
"26","21","1","A3211","2019-09-02 13:52:45","A3211","2019-12-12 16:28:53","2"
"27","22","1","A3211","2019-09-02 13:53:29","A3211","2019-12-12 16:29:06","2"
