"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
86982,30,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
86982,31,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
86982,32,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
86982,33,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
86982,36,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
86982,37,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
86982,38,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
86982,150,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
86982,203,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
91371,30,A2636,2019-01-22 17:38:39,A2636,2019-01-22 17:38:39,1
91371,31,A2636,2019-01-22 17:38:39,A2636,2019-01-22 17:38:39,1
91371,32,A2636,2019-01-22 17:38:39,A2636,2019-01-22 17:38:39,1
91371,33,A2636,2019-01-22 17:38:39,A2636,2019-01-22 17:38:39,1
91371,36,A2636,2019-01-22 17:38:39,A2636,2019-01-22 17:38:39,1
91371,37,A2636,2019-01-22 17:38:39,A2636,2019-01-22 17:38:39,1
91371,38,A2636,2019-01-22 17:38:39,A2636,2019-01-22 17:38:39,1
91371,150,A2636,2019-01-22 17:38:39,A2636,2019-01-22 17:38:39,1
91371,203,A2636,2019-01-22 17:38:39,A2636,2019-01-22 17:38:39,1
