"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A3271","2018-05-25 11:49:48","A3271","2019-11-26 12:13:09","7"
"2","1","2","A3271","2018-05-25 11:49:50","A3271","2019-11-26 12:13:27","13"
"3","1","3","A3271","2018-05-25 11:49:51","A3271","2019-11-26 12:13:47","7"
"4","1","4","A3271","2018-05-25 11:49:52","A3271","2019-11-26 12:14:08","8"
"5","1","5","A3271","2018-05-25 11:49:53","A3271","2019-11-26 12:14:42","12"
"6","1","6","A3271","2018-05-25 11:49:54","A3271","2019-11-26 12:15:10","10"
"7","1","7","A3271","2018-05-25 11:49:55","A3271","2019-11-26 12:15:31","7"
"8","1","8","A3271","2018-05-25 11:49:56","A3271","2019-11-26 12:16:02","8"
"9","1","9","A3271","2018-05-25 11:49:57","A3271","2019-11-26 12:16:32","9"
"10","1","10","A3271","2018-05-25 11:49:58","A3271","2019-11-26 12:17:00","9"
"11","2","1","A3271","2018-05-25 11:50:56","A3271","2019-11-26 12:17:24","9"
"12","3","1","A2636","2018-05-25 11:51:54","A2636",\N,"1"
