"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","2","1","B84391","2018-06-21 16:03:39","B84391","2020-03-27 12:03:46","9"
"2","1","1","B84391","2020-03-10 18:29:29","B84391","2020-03-27 12:04:45","2"
"3","1","2","B84391","2020-03-10 18:29:31","B84391","2020-03-27 12:05:37","2"
"4","1","4","B84391","2020-03-10 18:29:34","B84391","2020-03-11 08:17:56","2"
"5","1","3","B84391","2020-03-10 18:29:33","B84391","2020-03-27 12:07:14","2"
"6","3","1","A2636","2018-06-21 16:16:18","A2636",\N,"1"
"7","4","1","B84391","2019-04-19 13:33:57","B84391","2019-09-25 18:21:47","6"
"8","5","1","B84391","2019-04-19 13:34:12","B84391","2019-09-25 18:22:48","5"
"9","6","1","B84391","2019-04-19 13:34:26","B84391","2019-09-25 18:24:37","6"
"10","7","0","B84391","2019-04-19 13:39:29","B84391","2019-09-25 18:25:47","6"
"11","4","0","B84391","2019-07-24 08:31:36","B84391","2019-09-25 18:26:46","3"
"12","4","0","B84391","2019-07-24 08:32:39","B84391","2019-09-25 18:28:09","3"
