"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","3","A2636","2018-03-29 12:07:15","A2636","2018-09-21 14:51:45","2"
"2","1","4","A2636","2018-03-29 12:07:16","A2636","2018-09-21 14:51:57","2"
"3","1","1","A2636","2018-03-29 12:07:13","A2636","2018-09-21 14:52:13","3"
"4","1","5","A2636","2018-03-29 12:07:17","A2636","2018-09-21 14:52:46","2"
"5","1","6","A2636","2018-03-29 12:07:18","A2636","2018-09-21 14:52:57","2"
"6","1","2","A2636","2018-03-29 12:07:14","A2636","2018-09-21 14:54:01","2"
"7","1","7","A2636","2018-03-29 12:07:19","A2636","2018-09-21 14:54:15","3"
"8","1","8","A2636","2018-03-29 12:07:20","A2636","2018-09-21 14:54:35","3"
"9","2","1","A2636","2018-03-29 12:07:36","A2636",\N,"1"
"10","1","0","A3210","2018-09-21 16:23:15","A3210","2020-01-28 18:25:04","7"
"11","1","0","A3210","2018-09-21 16:27:03","A3210","2020-01-28 18:26:10","5"
"12","1","0","A3210","2018-09-21 16:33:35","A3210","2020-01-28 18:27:05","6"
