"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","2","1","A3219","2019-04-18 13:01:20","A3219","2019-10-16 18:02:35","7"
"2","2","2","A3219","2019-04-18 13:01:21","A3219","2019-10-16 18:03:30","6"
"3","2","3","A3219","2019-04-18 13:01:23","A3219","2019-10-16 18:07:53","6"
"4","2","4","A3219","2019-04-18 13:01:24","A3219","2019-10-16 18:05:34","5"
"5","2","5","A3219","2019-04-18 13:01:26","A3219","2019-10-16 18:07:29","4"
"6","2","8","A3219","2019-04-18 13:01:31","A3219","2019-10-16 18:11:03","6"
"7","2","9","A2636","2019-04-18 13:01:33","A2636","2019-04-22 13:37:16","2"
"8","2","7","A3219","2019-04-18 13:01:29","A3219","2019-10-16 18:09:20","6"
"9","2","6","A3219","2019-04-18 13:01:28","A3219","2019-10-16 18:09:06","6"
"10","1","1","A2636","2019-04-18 13:00:31","A2636",\N,"1"
