"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","2","3","A3210","2020-04-09 10:39:09","A3210","2020-04-09 10:56:11","2"
"2","1","1","A3210","2020-04-09 10:39:20","A3210","2020-04-09 10:57:19","2"
"3","1","2","A3210","2020-04-09 10:39:22","A3210","2020-04-09 10:58:14","2"
"4","2","1","A3210","2020-04-09 10:39:05","A3210","2020-04-09 10:59:16","2"
"5","2","2","A3210","2020-04-09 10:39:07","A3210","2020-04-09 11:03:09","2"
"6","3","4","A3210","2020-04-09 10:40:04","A3210","2020-04-09 11:04:05","2"
"7","3","8","A3210","2020-04-09 10:40:12","A3210","2020-04-09 11:04:57","2"
"8","3","1","A3210","2020-04-09 10:39:58","A3210","2020-04-09 11:05:54","2"
"9","3","2","A3210","2020-04-09 10:40:00","A3210","2020-04-09 11:06:45","2"
"10","3","3","A3210","2020-04-09 10:40:02","A3210","2020-04-09 11:07:38","2"
"11","3","10","A3210","2020-04-09 10:40:16","A3210","2020-04-09 11:10:41","2"
"12","3","9","A3210","2020-04-09 10:40:14","A3210","2020-04-09 11:08:34","2"
"13","3","5","A3210","2020-04-09 10:40:06","A3210","2020-04-09 11:09:33","2"
"14","3","7","A3210","2020-04-09 10:40:10","A3210","2020-04-09 11:13:08","2"
"15","3","6","A3210","2020-04-09 10:40:08","A3210","2020-04-09 11:14:02","2"
"16","4","1","A3219","2019-10-09 11:05:30","A3219",\N,"1"
