"LINE_ID","SHIFT_CALENDAR_ID","PERIOD_FROM","PERIOD_TO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","2018-06-29","2018-08-14","A2636","2018-06-29 15:51:39","B85141","2018-07-18 09:52:13","2"
"1","2","2018-08-15","2018-08-15","B85141","2018-07-18 09:52:12","B85141","2018-07-18 09:52:12","1"
"1","3","2018-08-16","2018-08-29","B85141","2018-07-18 09:52:12","B85141","2018-07-18 09:52:13","2"
"1","4","2018-08-30","2018-08-30","B85141","2018-07-18 09:52:13","B85141","2018-07-18 09:52:13","1"
"1","5","2018-08-31","2019-07-14","B85141","2018-07-18 09:52:13","B85141","2019-06-21 10:24:34","2"
"1","6","2019-07-15","2019-07-15","B85141","2019-06-21 10:24:33","B85141","2019-06-21 10:24:33","1"
"1","7","2019-07-16","2019-08-14","B85141","2019-06-21 10:24:33","B85141","2019-06-21 10:24:34","2"
"1","8","2019-08-15","2019-08-15","B85141","2019-06-21 10:24:34","B85141","2019-06-21 10:24:34","1"
"1","9","2019-08-16","2019-09-15","B85141","2019-06-21 10:24:34","B85141","2019-08-22 10:23:24","2"
"1","10","2019-09-16","2019-09-16","B85141","2019-08-22 10:23:23","B85141","2019-08-22 10:23:23","1"
"1","11","2019-09-17","2019-09-22","B85141","2019-08-22 10:23:24","B85141","2019-08-22 10:23:25","2"
"1","12","2019-09-23","2019-09-23","B85141","2019-08-22 10:23:24","B85141","2019-08-22 10:23:24","1"
"1","13","2019-09-24","2019-10-13","B85141","2019-08-22 10:23:24","B85141","2019-08-22 10:23:26","2"
"1","14","2019-10-14","2019-10-14","B85141","2019-08-22 10:23:25","B85141","2019-08-22 10:23:25","1"
"1","15","2019-10-15","2019-10-21","B85141","2019-08-22 10:23:25","B85141","2019-08-22 10:23:27","2"
"1","16","2019-10-22","2019-10-22","B85141","2019-08-22 10:23:26","B85141","2019-08-22 10:23:26","1"
"1","17","2019-10-23","2019-11-03","B85141","2019-08-22 10:23:26","B85141","2019-08-22 10:23:28","2"
"1","18","2019-11-04","2019-11-04","B85141","2019-08-22 10:23:27","B85141","2019-08-22 10:23:27","1"
