"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"13","3","0","A2062","2017-10-17 16:23:47","A2062",\N,"1"
"15","8","1","B74986","2020-02-25 11:35:26","B74986",\N,"1"
"16","8","2","B74986","2020-02-25 11:35:27","B74986",\N,"1"
"17","8","3","B74986","2020-02-25 11:35:29","B74986",\N,"1"
"18","8","4","B74986","2020-02-25 11:35:31","B74986",\N,"1"
"19","2","4","B74986","2020-02-25 11:35:48","B74986",\N,"1"
"20","2","3","B74986","2020-02-25 11:35:47","B74986",\N,"1"
"21","2","2","B74986","2020-02-25 11:35:45","B74986",\N,"1"
"22","2","1","B74986","2020-02-25 11:35:43","B74986",\N,"1"
"23","4","1","B74986","2020-02-25 11:36:01","B74986",\N,"1"
"24","6","1","A3271","2019-09-05 19:10:21","A3271","2019-11-26 15:45:54","4"
"25","6","3","A3271","2019-09-05 19:10:24","A3271","2019-11-26 15:46:19","4"
"26","6","4","A3271","2019-09-05 19:10:26","A3271","2019-11-26 15:47:03","4"
"27","6","2","A3271","2019-09-05 19:10:22","A3271","2019-11-26 15:46:40","4"
"28","5","1","A3271","2019-09-05 19:06:16","A3271","2019-11-26 15:48:13","5"
"29","5","2","A3271","2019-09-05 19:06:17","A3271","2019-11-26 15:47:24","4"
"30","5","3","A3271","2019-09-05 19:06:19","A3271","2019-11-26 15:48:39","4"
"31","5","4","A3271","2019-09-05 19:06:21","A3271","2019-11-26 15:47:46","4"
"32","7","1","A3271","2019-09-05 19:13:54","A3271","2019-11-26 15:49:03","4"
