"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A3210","2019-08-27 10:08:46","A3210","2020-02-25 17:29:19","8"
"2","2","1","A3210","2019-05-16 11:44:43","A3210","2020-02-25 17:31:41","12"
"3","3","1","A3211","2019-05-16 11:45:53","A3211","2019-09-25 16:59:18","8"
"5","5","1","A3210","2019-03-04 12:01:09","A3210","2020-02-25 17:40:41","5"
"6","17","1","A3211","2019-05-16 11:58:20","A3211","2019-09-25 16:41:02","5"
"7","7","1","A3211","2019-05-16 11:53:29","A3211","2019-09-25 16:53:45","4"
"8","8","1","A3211","2019-05-20 07:33:19","A3211","2019-09-25 16:39:26","3"
"9","9","1","A3210","2019-05-16 12:06:26","A3210","2020-02-25 17:48:43","5"
"11","11","1","A2636","2018-09-18 11:56:33","A2636",\N,"1"
"14","15","1","A3271","2020-01-24 09:25:23","A3271","2020-02-25 16:31:42","2"
"17","19","1","A3211","2019-05-20 07:33:30","A3211","2019-09-25 16:54:05","4"
"19","5","2","A3210","2019-03-04 12:01:10","A3210","2020-02-25 17:41:48","5"
"21","4","1","A3210","2020-02-25 17:07:25","A3210","2020-02-25 17:34:52","3"
"22","13","1","A3210","2020-01-24 14:17:38","A3210","2020-02-25 17:44:55","4"
"23","12","2","A3212","2019-05-08 13:05:59","A3212","2019-08-29 12:18:13","6"
"24","12","1","A3212","2019-05-08 13:05:58","A3212","2019-08-29 12:17:53","7"
"25","13","2","A3210","2020-01-24 14:17:39","A3210","2020-02-25 17:46:26","4"
"26","21","1","A3210","2020-01-25 15:02:01","A3210","2020-02-25 17:27:38","2"
"27","8","0","A3210","2019-09-25 16:38:05","A3210","2020-02-25 17:48:21","5"
"28","17","0","A3210","2019-09-25 16:40:29","A3210","2020-02-25 17:25:49","4"
"31","7","0","A3210","2019-09-25 16:50:14","A3210","2020-02-25 17:47:56","4"
"32","3","0","A3210","2019-09-25 16:58:15","A3210","2020-02-25 17:33:11","4"
