"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A3271","2018-01-05 15:50:53","A3271","2019-11-26 15:53:50","16"
"2","1","2","A3271","2018-01-05 15:50:53","A3271","2019-11-26 15:54:43","15"
"3","1","3","A3271","2018-01-05 15:50:53","A3271","2019-11-26 15:54:08","16"
"4","1","4","A3271","2018-01-05 15:50:53","A3271","2019-11-26 15:54:24","13"
"5","1","5","A3271","2018-01-05 15:50:53","A3271","2019-11-26 15:54:54","13"
"6","2","1","A3271","2018-01-05 17:59:09","A3271","2019-11-26 15:55:11","8"
"7","3","1","A3271","2018-01-05 17:59:55","A3271","2019-11-26 15:55:26","7"
"8","3","2","A3271","2018-01-05 17:59:55","A3271","2019-11-26 15:55:45","6"
"9","4","1","A3271","2018-01-05 17:59:33","A3271","2019-11-26 15:55:59","7"
"10","5","1","A2062","2018-01-05 15:54:07","A2062",\N,"1"
