"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A3271","2019-08-11 14:49:23","A3271","2019-11-27 10:28:48","2"
"2","2","1","A3271","2018-12-06 12:02:29","A3271","2019-11-27 10:28:03","7"
"3","3","1","A3271","2019-08-11 14:48:27","A3271","2019-11-27 10:26:54","3"
"4","6","2","A3271","2019-09-10 13:38:44","A3271","2019-11-27 10:25:22","2"
"5","5","1","A3271","2019-09-10 13:38:27","A3271","2019-11-27 10:26:05","3"
"6","6","1","A3271","2019-09-10 13:38:42","A3271","2019-11-27 10:26:26","2"
"7","4","1","A2636","2018-12-10 17:27:14","A2636",\N,"1"
"8","8","1","B89883","2019-05-17 10:03:00","B89883","2019-10-01 13:59:54","9"
"9","7","1","A3218","2019-09-10 15:02:47","A3218",\N,"1"
"10","11","0","A3271","2019-09-10 14:05:49","A3271","2019-11-27 10:24:11","5"
"11","10","0","A3271","2019-09-10 14:07:08","A3271","2019-11-27 10:19:43","5"
"12","11","0","A3271","2019-09-10 14:08:21","A3271","2019-11-27 10:20:04","4"
"13","12","0","A3271","2019-09-10 14:13:03","A3271","2019-11-27 10:20:27","6"
"14","13","0","A3271","2019-09-10 14:14:43","A3271","2019-11-27 10:20:50","4"
"15","14","0","A3271","2019-09-10 14:16:53","A3271","2019-11-27 10:21:19","4"
"16","7","2","A3271","2019-09-10 15:02:49","A3271","2019-11-27 10:21:41","4"
