"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
86969,30,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86969,31,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86969,32,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86969,33,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86969,36,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86969,37,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86969,38,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86969,150,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
86969,203,system,2018-08-03 23:22:47,system,2018-08-03 23:22:47,1
91479,30,B91479,2019-01-23 14:36:03,B91479,2019-01-23 14:36:03,1
91479,31,B91479,2019-01-23 14:36:03,B91479,2019-01-23 14:36:03,1
91479,32,B91479,2019-01-23 14:36:03,B91479,2019-01-23 14:36:03,1
91479,33,B91479,2019-01-23 14:36:03,B91479,2019-01-23 14:36:03,1
91479,36,B91479,2019-01-23 14:36:03,B91479,2019-01-23 14:36:03,1
91479,37,B91479,2019-01-23 14:36:03,B91479,2019-01-23 14:36:03,1
91479,38,B91479,2019-01-23 14:36:03,B91479,2019-01-23 14:36:03,1
91479,150,B91479,2019-01-23 14:36:03,B91479,2019-01-23 14:36:03,1
91479,203,B91479,2019-01-23 14:36:03,B91479,2019-01-23 14:36:03,1
