"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"2","5","1","2018-05-25","5","マーガレット/ローズ/アプリコース","帯1","0",\N,"5","0","0000","2300","1","9",\N,"CUSTUMER","2018-04-22 23:27:48","CUSTUMER","2018-04-22 23:27:48","0","1"
"2","2",\N,"2","5","1","2018-05-25","5","マーガレット/ローズ/アプリコース","帯1","0",\N,"5","0","0000","2300","1","1","1","CUSTUMER","2018-04-22 23:27:48","CUSTUMER","2018-04-22 23:27:48","0","1"
"3","2",\N,"2","5","1","2018-05-26","6","マーガレット/ローズ/アプリコース","帯1","0",\N,"5","0","0000","2300","1","9",\N,"CUSTUMER","2018-05-12 08:34:37","CUSTUMER","2018-05-12 08:34:37","0","1"
"4","2",\N,"2","5","1","2018-05-26","6","マーガレット/ローズ/アプリコース","帯1","0",\N,"5","0","0000","2300","1","1","1","CUSTUMER","2018-05-12 08:34:37","CUSTUMER","2018-05-12 08:34:37","0","1"
"5","2",\N,"2","8","1","2020-02-14","5","マーガレット/ローズ/アプリコース","帯1","0",\N,"5","0","0000","2300","1","9",\N,"A3271","2020-01-10 14:45:12","A3271","2020-01-21 11:06:00","0","1"
"6","2",\N,"2","8","1","2020-02-14","5","マーガレット/ローズ/アプリコース","帯1","0",\N,"5","0","0000","2300","1","1","1","A3271","2020-01-10 14:45:12","A3271","2020-01-21 11:06:00","0","1"
"7","2",\N,"3","5","1","2020-01-18","6","ラベンダーコース＜婦人科検診＞","帯1","0",\N,"3","0","0000","2300","1","9",\N,"A3210","2020-01-16 14:50:03","A3210","2020-01-16 14:50:03","0","1"
"8","2",\N,"3","5","1","2020-01-18","6","ラベンダーコース＜婦人科検診＞","帯1","0",\N,"3","0","0000","2300","1","1","1","A3210","2020-01-16 14:50:03","A3210","2020-01-16 14:50:03","0","1"
"9","2",\N,"2","5","1","2020-01-18","6","マーガレット/ローズ/アプリコース","帯1","0",\N,"5","0","0000","2300","1","9",\N,"A3210","2020-01-16 14:50:38","A3210","2020-01-16 14:50:38","0","1"
"10","2",\N,"2","5","1","2020-01-18","6","マーガレット/ローズ/アプリコース","帯1","0",\N,"5","0","0000","2300","1","1","1","A3210","2020-01-16 14:50:38","A3210","2020-01-16 14:50:38","0","1"
"11","2",\N,"2","7","1","2020-01-23","4","マーガレット/ローズ/アプリコース","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A3271","2020-01-21 11:09:13","A3271","2020-01-21 11:09:13","0","1"
"12","2",\N,"2","7","1","2020-01-23","4","マーガレット/ローズ/アプリコース","帯1","0",\N,"1","0","0000","2300","1","1","1","A3271","2020-01-21 11:09:13","A3271","2020-01-21 11:09:13","0","1"
"13","2",\N,"2","10","1","2020-03-30","1","マーガレット/ローズ/アプリコース","帯1","0",\N,"1","0","0000","2300","1","9",\N,"A3213","2020-03-25 15:39:07","A3213","2020-03-25 15:39:07","0","1"
"14","2",\N,"2","10","1","2020-03-30","1","マーガレット/ローズ/アプリコース","帯1","0",\N,"1","0","0000","2300","1","1","1","A3213","2020-03-25 15:39:07","A3213","2020-03-25 15:39:07","0","1"
"15","2",\N,"2","12","1","2020-04-01","3","マーガレット/ローズ/アプリコース","帯1","0",\N,"2","0","0000","2300","1","9",\N,"A3213","2020-03-30 12:49:03","A3213","2020-03-30 12:49:03","0","1"
"16","2",\N,"2","12","1","2020-04-01","3","マーガレット/ローズ/アプリコース","帯1","0",\N,"2","0","0000","2300","1","1","1","A3213","2020-03-30 12:49:03","A3213","2020-03-30 12:49:03","0","1"
