"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
79328,30,system,2017-11-25 23:16:19,system,2017-11-25 23:16:19,1
79328,31,system,2017-11-25 23:16:19,system,2017-11-25 23:16:19,1
79328,32,system,2017-11-25 23:16:19,system,2017-11-25 23:16:19,1
79328,33,system,2017-11-25 23:16:19,system,2017-11-25 23:16:19,1
79328,36,system,2017-11-25 23:16:19,system,2017-11-25 23:16:19,1
79328,37,system,2017-11-25 23:16:19,system,2017-11-25 23:16:19,1
79328,38,system,2017-11-25 23:16:19,system,2017-11-25 23:16:19,1
79328,150,system,2017-11-25 23:16:19,system,2017-11-25 23:16:19,1
79328,203,system,2017-11-25 23:16:19,system,2017-11-25 23:16:19,1
81122,30,B79328,2018-01-11 11:24:08,B79328,2018-01-11 11:24:08,1
81122,32,B79328,2018-01-11 11:24:07,B79328,2018-01-11 11:24:07,1
81122,33,B79328,2018-01-11 11:24:07,B79328,2018-01-11 11:24:07,1
81122,36,B79328,2018-01-11 11:24:07,B79328,2018-01-11 11:24:07,1
81122,203,B79328,2018-01-11 11:24:07,B79328,2018-01-11 11:24:07,1
