"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","2","1","A3219","2018-10-26 10:42:41","A3219","2019-09-10 12:21:18","3"
"2","3","1","A3219","2018-10-26 10:45:39","A3219","2019-09-10 12:21:35","4"
"3","4","1","A3219","2018-10-26 10:46:18","A3219","2019-09-10 12:21:52","6"
"4","5","1","A3219","2018-10-26 10:46:48","A3219","2019-09-10 12:22:09","3"
"5","6","1","A3219","2018-10-26 10:47:25","A3219","2019-09-10 12:22:27","3"
"6","7","1","A3219","2018-10-26 10:48:31","A3219","2019-09-10 12:22:44","6"
"7","8","1","A3219","2018-10-26 10:49:21","A3219","2019-09-10 12:23:00","3"
"8","9","1","A3219","2018-10-26 10:50:38","A3219","2019-09-10 12:23:43","4"
"9","10","1","A3219","2018-10-26 10:51:11","A3219","2019-09-10 12:24:09","3"
"10","11","1","A3219","2018-10-26 10:51:49","A3219","2019-09-10 12:24:30","6"
"11","1","1","A2636","2018-10-19 10:12:22","A2636",\N,"1"
"12","14","1","A3271","2019-09-09 16:37:52","A3271","2019-11-25 17:43:51","6"
"13","13","1","A3271","2019-09-09 16:37:16","A3271","2019-11-25 17:44:15","7"
"14","13","2","A3271","2019-09-09 16:37:17","A3271","2019-11-25 17:44:38","9"
"15","14","2","A3271","2019-09-09 16:37:53","A3271","2019-11-25 17:44:57","5"
"16","14","3","A3271","2019-09-09 16:37:55","A3271","2019-11-25 17:45:15","8"
