"LINE_ID","SHIFT_CALENDAR_ID","SHIFT_ID","REPETITION_TP","REPETITION_DATA","SETTING_NAME","TIMEZONE_PATTERN_ID","DISPLAY_TEXT","BACKGROUND_COLOR","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","2","9_1","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:47:04","A2636","2019-06-19 10:47:04","1"
"1","1","1","2","9_2","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:47:04","A2636","2019-06-19 10:47:04","1"
"1","1","1","2","9_3","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:47:04","A2636","2019-06-19 10:47:04","1"
"1","1","1","2","9_4","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:47:04","A2636","2019-06-19 10:47:04","1"
"1","1","1","2","9_5","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:47:04","A2636","2019-06-19 10:47:04","1"
"2","1","1","2","9_1","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:47:49","A2636","2019-06-19 10:47:49","1"
"2","1","1","2","9_2","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:47:49","A2636","2019-06-19 10:47:49","1"
"2","1","1","2","9_3","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:47:49","A2636","2019-06-19 10:47:49","1"
"2","1","1","2","9_4","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:47:49","A2636","2019-06-19 10:47:49","1"
"2","1","1","2","9_5","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:47:49","A2636","2019-06-19 10:47:49","1"
"3","1","1","2","9_1","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:48:34","A2636","2019-06-19 10:48:34","1"
"3","1","1","2","9_2","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:48:34","A2636","2019-06-19 10:48:34","1"
"3","1","1","2","9_3","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:48:34","A2636","2019-06-19 10:48:34","1"
"3","1","1","2","9_4","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:48:34","A2636","2019-06-19 10:48:34","1"
"3","1","1","2","9_5","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:48:34","A2636","2019-06-19 10:48:34","1"
"4","1","1","2","9_1","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:49:02","A2636","2019-06-19 10:49:02","1"
"4","1","1","2","9_2","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:49:02","A2636","2019-06-19 10:49:02","1"
"4","1","1","2","9_3","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:49:02","A2636","2019-06-19 10:49:02","1"
"4","1","1","2","9_4","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:49:02","A2636","2019-06-19 10:49:02","1"
"4","1","1","2","9_5","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:49:02","A2636","2019-06-19 10:49:02","1"
"5","1","1","2","9_1","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:49:30","A2636","2019-06-19 10:49:30","1"
"5","1","1","2","9_2","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:49:30","A2636","2019-06-19 10:49:30","1"
"5","1","1","2","9_3","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:49:30","A2636","2019-06-19 10:49:30","1"
"5","1","1","2","9_4","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:49:30","A2636","2019-06-19 10:49:30","1"
"5","1","1","2","9_5","繰り返し設定1","1","","FFFFFF","A2636","2019-06-19 10:49:30","A2636","2019-06-19 10:49:30","1"
