"LINE_ID","APPOINT_DATE","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","2017-09-18","A2062","2017-08-22 14:30:17","A2062","2017-08-22 14:30:17","1"
"1","2017-09-23","A2062","2017-08-22 14:30:10","A2062","2017-08-22 14:30:10","1"
"2","2017-09-18","A2062","2017-08-22 14:05:12","A2062","2017-08-22 14:05:12","1"
"2","2017-09-23","A2062","2017-08-22 14:05:07","A2062","2017-08-22 14:05:07","1"
"2","2017-10-09","A2062","2017-09-08 16:29:27","A2062","2017-09-08 16:29:27","1"
"2","2017-11-23","A2062","2017-09-08 16:29:31","A2062","2017-09-08 16:29:31","1"
"3","2017-11-03","A2062","2017-09-08 16:27:52","A2062","2017-09-08 16:27:52","1"
"4","2017-09-18","A2062","2017-08-22 14:37:52","A2062","2017-08-22 14:37:52","1"
"4","2017-09-23","A2062","2017-08-22 14:37:53","A2062","2017-08-22 14:37:53","1"
"5","2017-09-18","A2062","2017-09-07 19:51:16","A2062","2017-09-07 19:51:16","1"
"5","2017-09-23","A2062","2017-09-07 19:51:17","A2062","2017-09-07 19:51:17","1"
"5","2017-10-09","A2062","2017-09-07 19:51:19","A2062","2017-09-07 19:51:19","1"
"5","2017-11-23","A2062","2017-09-07 19:51:23","A2062","2017-09-07 19:51:23","1"
"6","2017-09-18","A2062","2017-09-07 20:02:38","A2062","2017-09-07 20:02:38","1"
"6","2017-09-23","A2062","2017-09-07 20:02:39","A2062","2017-09-07 20:02:39","1"
"6","2017-10-09","A2062","2017-09-08 16:23:20","A2062","2017-09-08 16:23:20","1"
"6","2017-11-23","A2062","2017-09-08 16:23:23","A2062","2017-09-08 16:23:23","1"
"6","2017-12-23","A2062","2017-09-08 16:32:40","A2062","2017-09-08 16:32:40","1"
"6","2018-01-01","A2062","2017-09-08 16:32:36","A2062","2017-09-08 16:32:36","1"
"6","2018-01-08","A2062","2017-09-08 16:32:36","A2062","2017-09-08 16:32:36","1"
"6","2018-02-12","A2062","2017-09-08 16:32:38","A2062","2017-09-08 16:32:38","1"
"7","2017-09-18","A2062","2017-09-08 16:21:20","A2062","2017-09-08 16:21:20","1"
"7","2017-09-23","A2062","2017-09-08 16:21:19","A2062","2017-09-08 16:21:19","1"
"7","2017-10-09","A2062","2017-09-08 16:21:17","A2062","2017-09-08 16:21:17","1"
"7","2017-11-23","A2062","2017-09-08 16:21:23","A2062","2017-09-08 16:21:23","1"
"8","2017-11-03","A2062","2017-09-08 16:39:08","A2062","2017-09-08 16:39:08","1"
"8","2017-12-29","A1589","2017-10-03 12:07:44","A1589","2017-10-03 12:07:44","1"
"8","2018-01-05","A1589","2017-10-03 12:07:45","A1589","2017-10-03 12:07:45","1"
"8","2018-05-04","A1589","2018-02-02 14:19:26","A1589","2018-02-02 14:19:26","1"
"9","2017-09-18","A2062","2017-09-08 16:38:14","A2062","2017-09-08 16:38:14","1"
"9","2017-09-23","A2062","2017-09-08 16:38:15","A2062","2017-09-08 16:38:15","1"
"9","2017-10-09","A2062","2017-09-08 16:38:17","A2062","2017-09-08 16:38:17","1"
