"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","2","1","B5471","2018-05-17 11:36:50","B5471",\N,"1"
"2","2","10","B5471","2018-05-17 11:37:12","B5471",\N,"1"
"3","2","9","B5471","2018-05-17 11:37:09","B5471",\N,"1"
"5","22","3","A315","2018-10-16 18:15:24","A315",\N,"1"
"6","2","8","B5471","2018-05-17 11:37:07","B5471","2018-07-19 12:40:52","2"
"7","2","7","B5471","2018-05-17 11:37:05","B5471","2018-07-24 17:08:34","2"
"13","9","1","B5471","2018-08-07 21:38:03","B5471",\N,"1"
"19","4","0","B5471","2017-08-15 14:20:18","B5471","2017-09-07 17:06:53","3"
"20","5","0","B5471","2017-12-06 13:23:39","B5471","2018-04-06 13:53:08","5"
"21","34","2","B5471","2018-04-27 12:32:59","B5471",\N,"1"
"22","4","0","B5471","2017-08-15 14:20:18","B5471","2019-09-09 15:22:58","5"
"24","7","1","B5471","2017-11-09 14:11:42","B5471","2018-04-06 13:42:18","4"
"25","25","1","A83","2017-11-16 15:32:53","A83",\N,"1"
"27","25","2","A83","2017-11-16 15:32:53","A83",\N,"1"
"28","22","2","A315","2018-10-16 18:15:21","A315","2018-10-16 18:43:51","2"
"29","2","6","B5471","2018-05-17 11:37:02","B5471",\N,"1"
"30","4","0","B5471","2017-08-20 14:05:17","B5471",\N,"1"
"31","2","5","B5471","2018-05-17 11:37:00","B5471",\N,"1"
"33","34","3","B5471","2018-04-27 12:33:02","B5471",\N,"1"
"34","2","4","B5471","2018-05-17 11:36:57","B5471",\N,"1"
"35","2","3","B5471","2018-05-17 11:36:55","B5471",\N,"1"
"36","30","1","B5471","2018-04-27 12:36:46","B5471","2018-04-27 13:30:27","3"
"37","9","3","B5471","2018-08-07 21:38:08","B5471","2018-12-25 15:10:53","15"
"38","46","1","B5471","2018-09-07 14:43:27","B5471",\N,"1"
"39","46","2","B5471","2018-09-07 14:43:29","B5471",\N,"1"
"40","34","1","B5471","2018-04-27 12:32:57","B5471",\N,"1"
"41","9","2","B5471","2018-08-07 21:38:05","B5471","2018-08-07 21:40:46","2"
"43","30","2","B5471","2018-04-27 12:36:49","B5471",\N,"1"
"44","2","2","B5471","2018-05-17 11:36:52","B5471",\N,"1"
"45","2","11","B5471","2018-05-17 11:37:14","B5471",\N,"1"
"46","14","0","B5471","2017-09-29 13:35:00","B5471","2017-09-29 13:51:51","3"
"47","20","0","B5471","2017-10-13 17:05:47","B5471",\N,"1"
"48","9","5","B5471","2018-08-07 21:38:13","B5471",\N,"1"
"49","19","0","B5471","2017-12-15 10:58:04","B5471",\N,"1"
"50","19","0","B5471","2017-12-15 11:11:47","B5471","2017-12-20 10:47:50","4"
"52","32","0","A158","2017-12-22 16:53:50","A158","2018-10-25 11:33:00","5"
"59","35","1","B5471","2018-05-17 11:39:20","B5471","2018-05-17 11:40:47","2"
"60","22","1","A315","2018-10-16 18:15:18","A315","2018-10-16 18:41:33","2"
"61","36","1","A260","2018-06-20 10:11:33","A260","2018-06-20 16:19:15","7"
"63","37","0","B5471","2018-07-18 22:19:07","B5471",\N,"1"
"64","4","0","B5471","2018-07-19 12:39:52","B5471","2018-07-24 17:06:49","2"
"65","38","0","B5471","2018-07-24 16:35:20","B5471","2018-07-24 16:43:55","2"
"67","41","1","A248","2019-03-04 11:01:39","A248",\N,"1"
"68","41","2","A248","2019-03-04 11:01:40","A248",\N,"1"
"69","41","3","A248","2019-03-04 11:01:41","A248",\N,"1"
"70","42","1","A248","2018-08-30 16:54:05","A248",\N,"1"
"71","41","4","A248","2019-03-04 11:01:41","A248",\N,"1"
"72","44","1","A248","2018-09-03 15:54:05","A248",\N,"1"
"73","44","2","A248","2018-09-03 15:54:08","A248","2018-09-03 16:01:53","2"
"74","43","1","A248","2018-09-03 14:48:54","A248",\N,"1"
"75","46","3","B5471","2018-09-07 14:43:32","B5471",\N,"1"
"76","38","0","B5471","2018-10-01 15:12:59","B5471",\N,"1"
"77","12","0","A158","2018-10-09 11:28:40","A158","2018-12-17 15:10:27","3"
"78","53","1","A278","2018-10-25 09:50:38","A278",\N,"1"
"79","10","0","A259","2018-10-09 10:41:10","A259","2018-10-09 11:15:03","2"
"80","53","2","A278","2018-10-25 09:50:41","A278",\N,"1"
"81","53","3","A278","2018-10-25 09:50:43","A278",\N,"1"
"83","47","2","A166","2018-10-15 11:00:39","A166",\N,"1"
"84","47","1","A166","2018-10-15 11:00:37","A166",\N,"1"
"85","7","0","A259","2018-10-18 14:18:42","A259",\N,"1"
"86","34","0","A278","2018-10-25 09:49:24","A278",\N,"1"
"87","32","0","B5471","2018-10-29 14:13:48","B5471","2019-05-17 15:09:19","6"
"88","55","1","B5471","2019-03-18 19:43:27","B5471",\N,"1"
"89","56","1","A248","2019-05-30 16:44:31","A248",\N,"1"
"90","56","2","A248","2019-05-30 16:44:32","A248",\N,"1"
"91","55","10","B5471","2019-03-18 19:43:34","B5471",\N,"1"
"92","41","6","A248","2019-03-04 11:01:43","A248",\N,"1"
"93","9","0","B5471","2018-12-12 09:15:09","B5471","2018-12-12 09:18:39","2"
"94","38","0","B5471","2018-12-13 13:34:19","B5471","2018-12-13 13:36:48","2"
"95","57","0","B5471","2018-12-17 10:40:38","B5471","2018-12-18 18:09:26","2"
"96","32","0","A379","2018-12-17 11:49:47","A379","2019-05-14 15:01:05","3"
"97","9","0","A159","2018-12-27 16:54:32","A159","2019-01-07 10:24:00","5"
"101","55","9","B5471","2019-03-18 19:43:33","B5471",\N,"1"
"102","55","8","B5471","2019-03-18 19:43:32","B5471",\N,"1"
"103","55","7","B5471","2019-03-18 19:43:31","B5471",\N,"1"
"104","55","6","B5471","2019-03-18 19:43:31","B5471",\N,"1"
"105","55","5","B5471","2019-03-18 19:43:30","B5471",\N,"1"
"106","55","4","B5471","2019-03-18 19:43:29","B5471",\N,"1"
"107","41","5","A248","2019-03-04 11:01:42","A248",\N,"1"
"108","41","0","A248","2019-03-04 11:45:19","A248",\N,"1"
"109","41","0","A248","2019-03-04 11:45:48","A248",\N,"1"
"110","41","0","A248","2019-03-04 11:47:10","A248",\N,"1"
"111","55","3","B5471","2019-03-18 19:43:28","B5471",\N,"1"
"112","55","2","B5471","2019-03-18 19:43:28","B5471",\N,"1"
"116","55","11","B5471","2019-03-18 19:43:34","B5471","2019-09-09 15:20:31","2"
"121","58","1","B5471","2019-03-25 14:06:27","B5471",\N,"1"
"122","59","0","B5471","2019-03-25 12:35:11","B5471",\N,"1"
"124","61","1","A348","2019-03-27 14:53:11","A348","2019-03-27 15:15:05","2"
"125","60","1","A248","2019-03-28 10:32:51","A248",\N,"1"
"126","62","1","A248","2019-03-29 14:45:08","A248","2019-03-29 14:45:39","2"
"127","63","0","A248","2019-03-28 15:06:59","A248",\N,"1"
"128","64","0","A248","2019-03-28 15:29:29","A248",\N,"1"
"129","65","0","A65","2019-04-08 18:35:50","A65","2019-04-09 16:11:35","3"
"130","66","1","A370","2019-04-17 11:40:23","A370",\N,"1"
"131","9","0","A368","2019-04-17 16:59:16","A368",\N,"1"
"134","58","0","B5471","2019-04-18 09:41:26","B5471",\N,"1"
"137","67","1","A366","2019-04-22 14:22:09","A366",\N,"1"
"138","68","0","B5471","2019-05-08 13:29:34","B5471","2019-05-23 10:31:29","14"
"139","71","0","B5471","2019-05-16 14:44:21","B5471",\N,"1"
"140","8","0","A351","2019-05-20 15:35:50","A351","2019-05-20 17:33:17","5"
"141","16","0","B5471","2019-05-20 16:34:09","B5471","2019-07-07 18:54:05","5"
"142","23","0","A351","2019-05-20 16:47:28","A351","2019-05-20 17:56:58","3"
"143","29","0","A351","2019-05-20 16:59:38","A351","2019-05-20 17:06:26","2"
"144","3","0","A351","2019-05-20 17:12:46","A351","2019-05-20 17:57:26","3"
"145","31","0","A351","2019-05-20 17:24:05","A351","2019-05-20 17:38:53","3"
"147","3","0","A351","2019-05-20 17:51:32","A351","2019-05-20 17:54:18","2"
"148","72","0","B5471","2019-05-23 13:35:56","B5471","2019-05-23 14:44:41","3"
"149","73","1","A370","2019-06-06 15:52:15","A370",\N,"1"
"152","74","1","A306","2019-07-25 16:22:47","A306","2019-07-25 16:24:33","2"
"153","9","0","A159","2019-10-02 09:23:05","A159","2019-10-02 13:49:44","2"
"154","32","0","A158","2019-10-02 15:42:49","A158",\N,"1"
