"APPOINT_ID","TRADE_ID","ORDER_ID","CARD_PAYMENT_AMOUNT","PAYMENT_METHOD","CASHPO_USED_AMOUNT","AMOUNT_UNSETTLED","PAYMENT_STATUS","FINALIZE_DATE","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1188","1","0","0","1","0","0","3",\N,\N,"2018-10-12 15:03:12",\N,\N,"1"
"1190","1","0","0","1","0","0","3",\N,\N,"2018-10-12 15:05:55",\N,\N,"1"
"1192","1","0","0","1","0","0","3",\N,\N,"2018-10-12 15:08:25",\N,\N,"1"
"1200","1","0","0","1","0","0","3",\N,\N,"2018-10-15 10:34:06",\N,\N,"1"
"1201","1","0","0","1","0","0","3",\N,\N,"2018-10-15 10:45:49",\N,\N,"1"
"1202","1","0","0","1","0","0","3",\N,\N,"2018-10-15 10:46:27","CUSTUMER","2018-10-15 10:46:35","2"
"1204","1","0","0","1","0","0","3",\N,\N,"2018-10-15 10:53:05","CUSTUMER","2018-10-15 10:59:35","2"
"1206","1","0","0","1","0","0","3",\N,\N,"2018-10-15 10:57:04","CUSTUMER","2018-10-15 11:01:39","2"
"1264","5bd2691eae08420181026100846","201053117","5346","1","0","0","3",\N,\N,"2018-10-26 10:09:18",\N,\N,"1"
"1278","5bd2a3baba2dd20181026141850","201053171","5346","1","0","0","3",\N,\N,"2018-10-26 14:19:26",\N,\N,"1"
"1299","5bd2ea35b8cd620181026191933","201053205","5346","1","0","0","3",\N,\N,"2018-10-26 19:19:48",\N,\N,"1"
"1382","5bd6f056c12af20181029203446","201053369","5346","1","0","0","3",\N,\N,"2018-10-29 20:35:05",\N,\N,"1"
"1436","1234-567890-20180712177777","0","100127","1","1400","100","3",\N,\N,"2018-11-02 10:21:27","CUSTUMER","2018-11-02 11:30:45","2"
"1437","1234-567890-20180712177777","0","100127","1","1400","100","3",\N,\N,"2018-11-02 10:26:54","CUSTUMER","2018-11-02 11:46:17","2"
"1457","1234-567890-20180712177777","0","100127","1","1400","100","3",\N,\N,"2018-11-02 11:23:47","CUSTUMER","2018-11-02 14:07:23","2"
"1459","1234-567890-20180712177777","0","100127","1","1400","100","3",\N,\N,"2018-11-02 11:32:21",\N,\N,"1"
"1471","1234-567890-20180712177777","0","100127","1","1400","100","3",\N,\N,"2018-11-02 14:07:29",\N,\N,"1"
"1530","1234-567890-20180712177777","0","100127","1","1400","100","3",\N,\N,"2018-12-10 14:45:43","CUSTUMER","2018-12-10 15:11:27","2"
"1533","1234-567890-20180712177777","0","100127","1","1400","100","3",\N,\N,"2018-12-10 15:05:28","CUSTUMER","2018-12-10 15:53:49","2"
"1535","1234-567890-20180712177777","0","100127","1","1400","100","3",\N,\N,"2018-12-10 15:11:36",\N,\N,"1"
"1541","","0","100127","1","1400","100","3",\N,\N,"2018-12-10 16:45:17",\N,\N,"1"
"1544","1234-567890-20180712177777","0","100127","1","1400","100","2",\N,\N,"2018-12-10 17:50:49",\N,\N,"1"
"1545","1234-567890-20180712177777","0","100127","1","1400","100","2",\N,\N,"2018-12-10 17:51:52",\N,\N,"1"
"1606","5c11e216093a420181213133742","201054574","99","1","0","0","3",\N,\N,"2018-12-13 13:38:58","B5471","2018-12-13 13:39:22","2"
"1669","1234-567890-20180712177777","0","5000","1","3000","2000","3",\N,\N,"2018-12-17 16:06:54",\N,\N,"1"
