"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","A2636","2019-04-25 13:05:03","A2636","2019-04-26 12:06:20","7"
"2","1","2","A2636","2019-04-25 13:05:05","A2636","2019-04-26 12:08:27","9"
"3","1","3","A2636","2019-04-25 13:05:07","A2636","2019-04-26 12:39:26","8"
"4","1","4","A2636","2019-04-25 13:05:08","A2636","2019-04-26 12:39:54","8"
"5","1","5","A2636","2019-04-25 13:05:10","A2636","2019-04-26 12:40:30","10"
"6","1","6","A2636","2019-04-25 13:05:12","A2636","2019-04-26 12:40:59","8"
"7","1","7","A2636","2019-04-25 13:05:13","A2636","2019-04-26 12:12:35","10"
"8","1","8","A2636","2019-04-25 13:05:15","A2636","2019-04-26 12:12:56","7"
"9","1","9","A2636","2019-04-25 13:05:17","A2636","2019-04-26 12:13:12","7"
"10","2","1","A2636","2019-04-25 16:01:25","A2636",\N,"1"
"11","3","1","A2636","2019-05-22 15:55:48","A2636",\N,"1"
"12","3","2","A2636","2019-05-22 15:55:50","A2636",\N,"1"
"13","3","3","A2636","2019-05-22 15:55:51","A2636",\N,"1"
"14","3","4","A2636","2019-05-22 15:55:53","A2636",\N,"1"
"15","3","5","A2636","2019-05-22 15:55:55","A2636",\N,"1"
