"LINE_ID","SHIFT_CALENDAR_ID","SHIFT_ID","REPETITION_TP","REPETITION_DATA","SETTING_NAME","TIMEZONE_PATTERN_ID","DISPLAY_TEXT","BACKGROUND_COLOR","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","2","9_1","繰り返し設定1","1","","FFFFFF","A1589","2019-05-08 16:11:21","A1589","2019-05-08 16:11:21","1"
"1","1","1","2","9_2","繰り返し設定1","1","","FFFFFF","A1589","2019-05-08 16:11:21","A1589","2019-05-08 16:11:21","1"
"1","1","1","2","9_3","繰り返し設定1","1","","FFFFFF","A1589","2019-05-08 16:11:21","A1589","2019-05-08 16:11:21","1"
"1","1","1","2","9_4","繰り返し設定1","1","","FFFFFF","A1589","2019-05-08 16:11:21","A1589","2019-05-08 16:11:21","1"
"1","1","1","2","9_5","繰り返し設定1","1","","FFFFFF","A1589","2019-05-08 16:11:21","A1589","2019-05-08 16:11:21","1"
"1","1","1","2","9_6","繰り返し設定1","1","","FFFFFF","A1589","2019-05-08 16:11:21","A1589","2019-05-08 16:11:21","1"
"1","3","1","2","9_4","繰り返し設定1","3","","FFFFFF","A2062","2019-06-13 16:44:24","A2062","2019-06-13 16:44:24","1"
"3","1","1","2","9_1","繰り返し設定1","1","","FFFFFF","A2636","2019-05-22 15:58:09","A2636","2019-05-22 15:58:09","1"
"3","1","1","2","9_2","繰り返し設定1","1","","FFFFFF","A2636","2019-05-22 15:58:09","A2636","2019-05-22 15:58:09","1"
"3","1","1","2","9_3","繰り返し設定1","1","","FFFFFF","A2636","2019-05-22 15:58:09","A2636","2019-05-22 15:58:09","1"
"3","1","1","2","9_4","繰り返し設定1","1","","FFFFFF","A2636","2019-05-22 15:58:09","A2636","2019-05-22 15:58:09","1"
"3","1","1","2","9_5","繰り返し設定1","1","","FFFFFF","A2636","2019-05-22 15:58:09","A2636","2019-05-22 15:58:09","1"
"3","1","1","2","9_6","繰り返し設定1","1","","FFFFFF","A2636","2019-05-22 15:58:09","A2636","2019-05-22 15:58:09","1"
