"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
87001,30,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
87001,31,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
87001,32,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
87001,33,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
87001,36,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
87001,37,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
87001,38,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
87001,150,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
87001,203,system,2018-08-03 23:22:48,system,2018-08-03 23:22:48,1
91474,30,B91474,2019-01-23 12:54:21,B91474,2019-01-23 12:54:21,1
91474,31,B91474,2019-01-23 12:54:21,B91474,2019-01-23 12:54:21,1
91474,32,B91474,2019-01-23 12:54:21,B91474,2019-01-23 12:54:21,1
91474,33,B91474,2019-01-23 12:54:21,B91474,2019-01-23 12:54:21,1
91474,36,B91474,2019-01-23 12:54:21,B91474,2019-01-23 12:54:21,1
91474,37,B91474,2019-01-23 12:54:21,B91474,2019-01-23 12:54:21,1
91474,38,B91474,2019-01-23 12:54:21,B91474,2019-01-23 12:54:21,1
91474,150,B91474,2019-01-23 12:54:21,B91474,2019-01-23 12:54:21,1
91474,203,B91474,2019-01-23 12:54:21,B91474,2019-01-23 12:54:21,1
