"HOLIDAY","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"2019-12-31","A3210","2019-11-28 19:15:44","A3210","2019-11-28 19:15:44","1"
"2020-01-01","A3210","2019-11-28 19:15:44","A3210","2019-11-28 19:15:44","1"
"2020-01-02","A3210","2019-11-28 19:15:44","A3210","2019-11-28 19:15:44","1"
"2020-01-03","A3210","2019-11-28 19:15:44","A3210","2019-11-28 19:15:44","1"
"2020-01-12","A3211","2019-12-23 14:26:02","A3211","2019-12-23 14:26:02","1"
"2020-01-13","A3211","2019-12-23 14:26:02","A3211","2019-12-23 14:26:02","1"
