"LINE_ID","SHIFT_CALENDAR_ID","SHIFT_ID","REPETITION_TP","REPETITION_DATA","SETTING_NAME","TIMEZONE_PATTERN_ID","DISPLAY_TEXT","BACKGROUND_COLOR","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","2","1","2","9_1","繰り返し設定1","2","","FFFFFF","A2062","2017-08-23 20:37:56","A2062","2017-08-23 20:37:56","1"
"1","2","1","2","9_2","繰り返し設定1","2","","FFFFFF","A2062","2017-08-23 20:37:56","A2062","2017-08-23 20:37:56","1"
"1","2","1","2","9_3","繰り返し設定1","2","","FFFFFF","A2062","2017-08-23 20:37:56","A2062","2017-08-23 20:37:56","1"
"1","2","1","2","9_5","繰り返し設定1","2","","FFFFFF","A2062","2017-08-23 20:37:56","A2062","2017-08-23 20:37:56","1"
"1","2","1","2","9_6","繰り返し設定1","2","","FFFFFF","A2062","2017-08-23 20:37:56","A2062","2017-08-23 20:37:56","1"
"1","2","1","2","9_7","繰り返し設定1","2","","FFFFFF","A2062","2017-08-23 20:37:56","A2062","2017-08-23 20:37:56","1"
"1","3","1","2","9_1","繰り返し設定1","3","","FFFFFF","A2062","2017-09-13 10:13:36","A2062","2017-09-13 10:13:36","1"
"1","3","1","2","9_2","繰り返し設定1","3","","FFFFFF","A2062","2017-09-13 10:13:36","A2062","2017-09-13 10:13:36","1"
"1","3","1","2","9_3","繰り返し設定1","3","","FFFFFF","A2062","2017-09-13 10:13:36","A2062","2017-09-13 10:13:36","1"
"1","3","1","2","9_5","繰り返し設定1","3","","FFFFFF","A2062","2017-09-13 10:13:36","A2062","2017-09-13 10:13:36","1"
"1","3","1","2","9_6","繰り返し設定1","3","","FFFFFF","A2062","2017-09-13 10:13:36","A2062","2017-09-13 10:13:36","1"
"1","5","1","2","9_1","繰り返し設定1","5","","FFFFFF","A2062","2017-11-10 10:19:16","A2062","2017-11-10 10:19:16","1"
"1","5","1","2","9_2","繰り返し設定1","5","","FFFFFF","A2062","2017-11-10 10:19:16","A2062","2017-11-10 10:19:16","1"
"1","5","1","2","9_3","繰り返し設定1","5","","FFFFFF","A2062","2017-11-10 10:19:16","A2062","2017-11-10 10:19:16","1"
"1","5","1","2","9_5","繰り返し設定1","5","","FFFFFF","A2062","2017-11-10 10:19:16","A2062","2017-11-10 10:19:16","1"
"1","5","1","2","9_6","繰り返し設定1","5","","FFFFFF","A2062","2017-11-10 10:19:16","A2062","2017-11-10 10:19:16","1"
"1","6","1","2","9_5","繰り返し設定1","6","","FFFFFF","A2062","2017-12-11 16:48:30","A2062","2017-12-11 16:48:30","1"
"1","7","1","2","9_1","繰り返し設定1","7","","FFFFFF","A2062","2017-12-11 16:48:30","A2062","2017-12-11 16:48:30","1"
"1","7","1","2","9_2","繰り返し設定1","7","","FFFFFF","A2062","2017-12-11 16:48:30","A2062","2017-12-11 16:48:30","1"
"1","7","1","2","9_3","繰り返し設定1","7","","FFFFFF","A2062","2017-12-11 16:48:30","A2062","2017-12-11 16:48:30","1"
"1","7","1","2","9_5","繰り返し設定1","7","","FFFFFF","A2062","2017-12-11 16:48:30","A2062","2017-12-11 16:48:30","1"
"1","7","1","2","9_6","繰り返し設定1","7","","FFFFFF","A2062","2017-12-11 16:48:30","A2062","2017-12-11 16:48:30","1"
"1","12","1","2","9_1","繰り返し設定1","12","","FFFFFF","A2062","2019-07-09 15:57:23","A2062","2019-07-09 15:57:23","1"
"1","12","1","2","9_2","繰り返し設定1","12","","FFFFFF","A2062","2019-07-09 15:57:23","A2062","2019-07-09 15:57:23","1"
"1","12","1","2","9_3","繰り返し設定1","12","","FFFFFF","A2062","2019-07-09 15:57:23","A2062","2019-07-09 15:57:23","1"
"1","12","1","2","9_5","繰り返し設定1","12","","FFFFFF","A2062","2019-07-09 15:57:23","A2062","2019-07-09 15:57:23","1"
"1","12","1","2","9_6","繰り返し設定1","12","","FFFFFF","A2062","2019-07-09 15:57:23","A2062","2019-07-09 15:57:23","1"
