"LINE_ID","SHIFT_CALENDAR_ID","PERIOD_FROM","PERIOD_TO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"3","1","2018-04-05",\N,"A2636","2018-04-05 18:05:55","A2636","2018-04-05 18:05:55","1"
"4","1","2018-06-01","2019-02-26","A2636","2018-05-09 15:02:35","A2636","2019-02-27 14:07:16","2"
"4","2","2019-02-27","2019-03-31","A2636","2019-02-27 14:07:16","A2636","2019-02-27 14:07:16","1"
"4","4","2019-04-01","2019-05-31","A2636","2019-02-27 14:07:29","A2636","2019-02-27 14:07:29","1"
"4","5","2019-06-01",\N,"A2636","2019-02-27 14:07:29","A2636",\N,"1"
"5","2","2018-06-01","2019-02-26","A2636","2018-05-10 18:47:45","A2636","2019-02-27 14:09:09","2"
"5","3","2019-02-27","2019-03-31","A2636","2019-02-27 14:09:09","A2636","2019-02-27 14:09:09","1"
"5","5","2019-04-01","2019-05-31","A2636","2019-02-27 14:09:24","A2636","2019-02-27 14:09:24","1"
"5","6","2019-06-01",\N,"A2636","2019-02-27 14:09:25","A2636",\N,"1"
"6","1","2018-06-01",\N,"A2636","2018-05-10 18:47:07","A2636","2018-05-10 18:47:07","1"
"6","2","2018-05-14","2018-05-14","A2636","2018-05-14 09:24:47","A2636","2018-05-14 09:24:47","1"
"6","3","2018-05-15","2018-05-15","A2636","2018-05-14 09:24:48","A2636","2018-05-14 09:24:48","1"
"6","4","2018-05-16","2018-05-16","A2636","2018-05-14 09:24:48","A2636","2018-05-14 09:24:48","1"
"6","5","2018-05-17","2018-05-17","A2636","2018-05-14 09:24:48","A2636","2018-05-14 09:24:48","1"
"6","6","2018-05-18","2018-05-18","A2636","2018-05-14 09:24:48","A2636","2018-05-14 09:24:48","1"
"6","7","2018-05-19","2018-05-19","A2636","2018-05-14 09:24:48","A2636","2018-05-14 09:24:48","1"
"6","8","2018-05-21","2018-05-21","A2636","2018-05-14 09:24:48","A2636","2018-05-14 09:24:48","1"
"6","9","2018-05-22","2018-05-22","A2636","2018-05-14 09:24:48","A2636","2018-05-14 09:24:48","1"
"6","10","2018-05-23","2018-05-23","A2636","2018-05-14 09:24:48","A2636","2018-05-14 09:24:48","1"
"6","11","2018-05-24","2018-05-24","A2636","2018-05-14 09:24:48","A2636","2018-05-14 09:24:48","1"
"6","12","2018-05-25","2018-05-25","A2636","2018-05-14 09:24:48","A2636","2018-05-14 09:24:48","1"
"6","13","2018-05-26","2018-05-26","A2636","2018-05-14 09:24:48","A2636","2018-05-14 09:24:48","1"
"6","14","2018-05-28","2018-05-28","A2636","2018-05-14 09:24:48","A2636","2018-05-14 09:24:48","1"
"6","15","2018-05-29","2018-05-29","A2636","2018-05-14 09:24:48","A2636","2018-05-14 09:24:48","1"
"6","16","2018-05-30","2018-05-30","A2636","2018-05-14 09:24:48","A2636","2018-05-14 09:24:48","1"
"6","17","2018-05-31","2018-05-31","A2636","2018-05-14 09:24:48","A2636","2018-05-14 09:24:48","1"
"7","1","2018-05-11","2019-05-31","A2636","2018-05-11 14:04:13","A1589","2019-03-20 12:26:41","2"
"7","2","2019-06-01","2019-06-01","A1589","2019-03-20 12:26:41","A1589","2019-03-20 12:26:41","1"
"7","3","2019-06-02","2019-06-02","A1589","2019-03-20 12:26:41","A1589","2019-03-20 12:26:41","2"
"7","4","2019-06-03","2019-06-03","A1589","2019-03-20 12:26:41","A1589","2019-03-20 12:26:41","1"
"7","6","2019-06-04","2019-06-04","A1589","2019-03-20 12:26:41","A1589","2019-03-20 12:26:41","1"
"7","8","2019-06-05","2019-06-05","A1589","2019-03-20 12:26:41","A1589","2019-03-20 12:26:41","1"
"7","10","2019-06-06","2019-06-06","A1589","2019-03-20 12:26:41","A1589","2019-03-20 12:26:41","1"
"7","12","2019-06-07","2019-06-07","A1589","2019-03-20 12:26:41","A1589","2019-03-20 12:26:41","1"
"7","14","2019-06-08","2019-06-08","A1589","2019-03-20 12:26:41","A1589","2019-03-20 12:26:41","1"
"7","15","2019-06-09","2019-06-09","A1589","2019-03-20 12:26:41","A1589","2019-03-20 12:26:41","2"
"7","16","2019-06-10","2019-06-10","A1589","2019-03-20 12:26:41","A1589","2019-03-20 12:26:41","1"
