"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","3","A3271","2020-02-07 15:10:49","A3271",\N,"1"
"2","2","1","A3271","2019-01-21 17:21:04","A3271","2020-02-03 17:55:50","11"
"3","3","1","A3271","2019-01-21 17:20:55","A3271","2019-12-16 17:14:47","10"
"4","2","2","A3271","2019-01-21 17:21:07","A3271","2020-02-03 17:56:23","18"
"5","1","4","A3271","2020-02-07 15:10:51","A3271",\N,"1"
"6","2","3","A3271","2019-01-21 17:21:09","A3271","2020-02-03 17:56:59","17"
"7","3","2","A3271","2019-01-21 17:20:57","A3271","2019-12-16 17:17:21","10"
"8","8","1","A2636","2018-12-12 12:32:55","A2636",\N,"1"
"9","1","1","A3271","2020-02-07 15:10:46","A3271",\N,"1"
"10","1","2","A3271","2020-02-07 15:10:48","A3271",\N,"1"
"11","2","0","A3271","2020-02-07 17:17:44","A3271","2020-03-09 14:31:18","3"
