5469,30,"system","2017-07-10 20:50:58","system","2017-07-10 20:50:58",1
5469,31,"system","2017-07-10 20:50:58","system","2017-07-10 20:50:58",1
5469,32,"system","2017-07-10 20:50:58","system","2017-07-10 20:50:58",1
5469,33,"system","2017-07-10 20:50:58","system","2017-07-10 20:50:58",1
5469,36,"system","2017-07-10 20:50:58","system","2017-07-10 20:50:58",1
5469,37,"system","2017-07-10 20:50:58","system","2017-07-10 20:50:58",1
5469,38,"system","2017-07-10 20:50:58","system","2017-07-10 20:50:58",1
5469,150,"system","2017-07-10 20:50:58","system","2017-07-10 20:50:58",1
5469,203,"system","2017-07-10 20:50:58","system","2017-07-10 20:50:58",1
9427,30,"A247","2019-08-27 11:49:40","A247","2019-08-27 11:49:40",1
9427,31,"A247","2019-08-27 11:49:39","A247","2019-08-27 11:49:39",1
9427,32,"A247","2019-08-27 11:49:39","A247","2019-08-27 11:49:39",1
9427,33,"A247","2019-08-27 11:49:39","A247","2019-08-27 11:49:39",1
9427,36,"A247","2019-08-27 11:49:39","A247","2019-08-27 11:49:39",1
9427,37,"A247","2019-08-27 11:49:39","A247","2019-08-27 11:49:39",1
9427,38,"A247","2019-08-27 11:49:40","A247","2019-08-27 11:49:40",1
9427,150,"A247","2019-08-27 11:49:40","A247","2019-08-27 11:49:40",1
9427,203,"A247","2019-08-27 11:49:40","A247","2019-08-27 11:49:40",1
