"APPOINT_ID","TRADE_ID","ORDER_ID","CARD_PAYMENT_AMOUNT","PAYMENT_METHOD","CASHPO_USED_AMOUNT","AMOUNT_UNSETTLED","PAYMENT_STATUS","FINALIZE_DATE","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"20","1234-567890-20180712177777","0","5000","1","3000","2000","1",\N,\N,"2018-12-13 13:58:00",\N,\N,"1"
"22","5c11ef4fbc6bd20181213143407","201054577","99","1","0","0","3",\N,\N,"2018-12-13 14:34:38","B5469","2018-12-19 13:00:12","2"
"40","1234-567890-20180712177777","0","5000","1","3000","2000","1",\N,\N,"2018-12-17 14:51:26",\N,\N,"1"
"42","1234-567890-20180712177777","0","5000","1","3000","2000","3",\N,\N,"2018-12-17 14:51:53","CUSTUMER","2018-12-17 15:48:22","2"
"46","1234-567890-20180712177777","0","5000","1","3000","2000","1",\N,\N,"2018-12-17 16:24:14",\N,\N,"1"
"65","5c19f9926b22520181219165602","201054708","99","1","0","0","2","2018-12-19 18:48:58",\N,"2018-12-19 16:56:30","OP200","2018-12-19 18:48:58","2"
"67","5c19fb7c0f51020181219170412","201054711","29","1","50","0","3",\N,\N,"2018-12-19 17:07:12","B5469","2018-12-19 17:48:03","3"
"69","5c1a028c9393b20181219173420","201054713","99","1","0","0","3",\N,\N,"2018-12-19 17:35:28","B5469","2018-12-19 17:50:32","2"
"71","5c1a079d3abb420181219175557","201054715","49","1","0","0","2","2018-12-21 17:42:41",\N,"2018-12-19 17:56:27","OP200","2018-12-21 17:42:41","3"
"72","5c1b1ccc9732320181220133836","201054730","89","1","10","0","2","2018-12-20 13:43:19",\N,"2018-12-20 13:39:04","OP200","2018-12-20 13:43:19","2"
"90","5c2489746cb2b20181227171236","201054895","99","1","0","0","2","2018-12-28 11:14:05",\N,"2018-12-27 17:13:18","OP200","2018-12-28 11:14:05","2"
"94","5c258a58c8e6120181228112840","201054899","99","1","0","0","2","2019-01-07 11:53:32",\N,"2018-12-28 11:29:13","OP200","2019-01-07 11:53:32","2"
"98","5c329e99bc46520190107093433","201054989","99","1","0","0","2","2019-01-07 11:53:33",\N,"2019-01-07 09:34:58","OP200","2019-01-07 11:53:33","2"
"100","5c32a0028222120190107094034","201054990","99","1","0","0","2","2019-01-07 11:53:34",\N,"2019-01-07 09:40:50","OP200","2019-01-07 11:53:34","2"
"101","5c32a99780c1320190107102127","201054994","99","1","0","0","2","2019-01-07 12:02:31",\N,"2019-01-07 10:21:45","OP200","2019-01-07 12:02:31","2"
"102","5c32a9cca9f4c20190107102220","201054995","99","1","0","0","2","2019-01-07 12:02:32",\N,"2019-01-07 10:22:36","OP200","2019-01-07 12:02:32","2"
"103","5c32ff6a6344b20190107162738","201055023","99","1","0","0","2","2019-04-03 15:33:57",\N,"2019-01-07 16:28:07","OP340","2019-04-03 15:33:57","2"
"104","5c3300248b69b20190107163044","201055024","99","1","0","0","2","2019-04-03 15:33:58",\N,"2019-01-07 16:31:01","OP340","2019-04-03 15:33:58","2"
