"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"17","4","1","A2636","2019-06-26 12:32:05","A2636",\N,"1"
"18","6","1","A3210","2020-04-09 18:43:51","A3210","2020-04-09 18:52:42","2"
"19","7","1","A3210","2020-04-09 18:44:19","A3210","2020-04-09 18:54:21","2"
"20","6","2","A3210","2020-04-09 18:43:52","A3210","2020-04-09 18:55:26","2"
"21","6","3","A3210","2020-04-09 18:43:54","A3210","2020-04-09 18:56:28","2"
"22","7","2","A3210","2020-04-09 18:44:21","A3210","2020-04-09 18:59:04","3"
"23","7","3","A3210","2020-04-09 18:44:22","A3210","2020-04-09 18:58:41","2"
"24","8","1","A3210","2020-04-09 18:44:52","A3210","2020-04-09 19:00:04","2"
"25","8","2","A3210","2020-04-09 18:44:54","A3210","2020-04-09 19:01:00","2"
"26","8","8","A3210","2020-04-09 18:45:04","A3210","2020-04-09 19:03:07","2"
"28","8","7","A3210","2020-04-09 18:45:03","A3210","2020-04-09 19:04:07","2"
"29","8","6","A3210","2020-04-09 18:45:01","A3210","2020-04-09 19:05:04","2"
"30","8","10","A3210","2020-04-09 18:45:08","A3210","2020-04-09 19:08:30","2"
"31","8","9","A3210","2020-04-09 18:45:06","A3210","2020-04-09 19:06:28","2"
"32","8","5","A3210","2020-04-09 18:44:59","A3210","2020-04-09 19:07:27","2"
"33","8","3","A3210","2020-04-09 18:44:55","A3210","2020-04-09 19:09:22","2"
"34","8","4","A3210","2020-04-09 18:44:57","A3210","2020-04-09 19:10:18","2"
