"APPOINT_ID","RESERVATION_TYPE","RESERVATION_METHOD","LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","APPOINT_DATE","APPOINT_DAY","LINE_NAME","TIMEZONE_NAME","RESERVATION_FRAMES","AUTO_RESERVATION_SETTING","LINE_NUM","SPARE_LINE_NUM","START_TIME","END_TIME","START_NUMBER","LINE_APPOINT_TYPE","LINE_APPOINT_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DELETE_FG","DATA_VERSION"
"1","2",\N,"2","31","1","2019-05-21","2","カレンダー2","帯1","0",\N,"1","0","0000","2300","1","9",\N,"CUSTUMER","2019-04-17 09:59:38","B88436","2019-04-17 15:25:51","1","3"
"2","2",\N,"2","31","1","2019-05-21","2","カレンダー2","帯1","0",\N,"1","0","0000","2300","1","1","1","CUSTUMER","2019-04-17 09:59:38","B88436","2019-04-17 15:25:51","1","3"
"3","2",\N,"3","3","1","2019-05-30","4","健保用","帯1","0",\N,"3","0","0000","2300","1","9",\N,"B88436","2019-04-17 15:25:51","A1589","2019-04-17 15:26:00","0","1"
"4","2",\N,"3","3","1","2019-05-30","4","健保用","帯1","0",\N,"3","0","0000","2300","1","1","1","B88436","2019-04-17 15:25:51","A1589","2019-04-17 15:26:00","0","1"
"5","2",\N,"1","2","1","2019-05-24","5","カレンダー1","帯1","0",\N,"5","0","0000","2300","1","9",\N,"CUSTUMER","2019-04-27 20:21:16","CUSTUMER","2019-04-27 20:21:16","0","1"
"6","2",\N,"1","2","1","2019-05-24","5","カレンダー1","帯1","0",\N,"5","0","0000","2300","1","1","1","CUSTUMER","2019-04-27 20:21:16","CUSTUMER","2019-04-27 20:21:16","0","1"
"7","2",\N,"2","46","1","2019-06-07","5","カレンダー2","帯1","0",\N,"3","0","0000","2300","1","9",\N,"CUSTUMER","2019-05-10 17:34:19","CUSTUMER","2019-05-10 17:34:19","0","1"
"8","2",\N,"2","46","1","2019-06-07","5","カレンダー2","帯1","0",\N,"3","0","0000","2300","1","1","1","CUSTUMER","2019-05-10 17:34:19","CUSTUMER","2019-05-10 17:34:19","0","1"
"9","2",\N,"1","2","1","2019-07-26","5","カレンダー1","帯1","0",\N,"5","0","0000","2300","1","9",\N,"CUSTUMER","2019-06-23 21:50:12","CUSTUMER","2019-06-23 21:50:12","0","1"
"10","2",\N,"1","2","1","2019-07-26","5","カレンダー1","帯1","0",\N,"5","0","0000","2300","1","1","1","CUSTUMER","2019-06-23 21:50:12","CUSTUMER","2019-06-23 21:50:12","0","1"
