"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
90860,30,system,2018-12-20 14:10:14,system,2018-12-20 14:10:14,1
90860,31,system,2018-12-20 14:10:14,system,2018-12-20 14:10:14,1
90860,32,system,2018-12-20 14:10:14,system,2018-12-20 14:10:14,1
90860,33,system,2018-12-20 14:10:14,system,2018-12-20 14:10:14,1
90860,36,system,2018-12-20 14:10:14,system,2018-12-20 14:10:14,1
90860,37,system,2018-12-20 14:10:14,system,2018-12-20 14:10:14,1
90860,38,system,2018-12-20 14:10:14,system,2018-12-20 14:10:14,1
90860,150,system,2018-12-20 14:10:14,system,2018-12-20 14:10:14,1
90860,203,system,2018-12-20 14:10:14,system,2018-12-20 14:10:14,1
95517,30,A2636,2019-06-24 10:33:45,A2636,2019-06-24 10:33:45,1
95517,31,A2636,2019-06-24 10:33:45,A2636,2019-06-24 10:33:45,1
95517,32,A2636,2019-06-24 10:33:45,A2636,2019-06-24 10:33:45,1
95517,33,A2636,2019-06-24 10:33:45,A2636,2019-06-24 10:33:45,1
95517,36,A2636,2019-06-24 10:33:45,A2636,2019-06-24 10:33:45,1
95517,37,A2636,2019-06-24 10:33:45,A2636,2019-06-24 10:33:45,1
95517,38,A2636,2019-06-24 10:33:45,A2636,2019-06-24 10:33:45,1
95517,150,A2636,2019-06-24 10:33:45,A2636,2019-06-24 10:33:45,1
95517,203,A2636,2019-06-24 10:33:45,A2636,2019-06-24 10:33:45,1
