"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"20171","8","1","A1589","2018-10-02 11:58:06","A1589",\N,"1"
"20618","4","0","A1589","2017-10-11 10:28:52","A1589","2018-10-01 12:51:36","2"
"20619","4","0","A2064","2017-10-11 10:28:52","A2064",\N,"1"
"20620","2","1","A1589","2018-10-02 11:59:04","A1589",\N,"1"
"20621","1","5","A1589","2018-10-02 11:57:45","A1589",\N,"1"
"20622","6","1","A1589","2018-10-02 11:53:10","A1589",\N,"1"
"20623","1","1","A1589","2018-10-02 11:57:11","A1589",\N,"1"
"21932","1","2","A1589","2018-10-02 11:57:37","A1589",\N,"1"
"21933","1","4","A1589","2018-10-02 11:57:41","A1589",\N,"1"
"21934","1","3","A1589","2018-10-02 11:57:39","A1589",\N,"1"
"21937","2","3","A1589","2018-10-02 11:59:37","A1589",\N,"1"
"21938","7","2","A1589","2018-10-02 11:59:49","A1589",\N,"1"
"21939","9","1","A1589","2018-10-02 12:00:01","A1589",\N,"1"
"21940","7","1","A1589","2018-10-02 11:59:47","A1589",\N,"1"
"21941","2","4","A1589","2018-10-02 11:59:39","A1589",\N,"1"
"21943","2","2","A1589","2018-10-02 11:59:35","A1589",\N,"1"
"21944","5","0","A2064","2017-09-10 19:25:00","A2064",\N,"1"
"21945","1","6","A1589","2018-10-02 11:57:47","A1589",\N,"1"
"21946","1","7","A1589","2018-10-02 11:57:49","A1589",\N,"1"
