"LINEGROUP_ID","LINE_ID","SEQ_NO","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","B85128","2018-07-20 14:29:28","B85128","2020-02-05 13:53:19","7"
"2","2","0","B85128","2018-07-20 14:44:37","B85128","2020-02-05 13:54:01","10"
"3","3","1","B85128","2019-08-30 21:03:21","B85128","2020-02-05 13:54:23","4"
"4","4","0","A2636","2018-07-20 14:58:10","A2636","2018-07-31 14:32:02","3"
"5","5","1","B85128","2019-08-30 21:03:30","B85128","2020-02-05 13:54:57","4"
"6","6","1","B85128","2019-07-12 13:38:13","B85128","2020-02-05 13:55:19","10"
"7","7","1","B85128","2019-08-30 21:03:36","B85128","2020-04-08 09:43:07","8"
"8","8","1","B85128","2019-08-30 21:03:44","B85128","2020-04-09 09:21:51","10"
"9","9","1","B85128","2019-08-30 21:03:55","B85128","2020-02-07 15:59:37","8"
"10","10","1","B85128","2019-08-30 21:04:09","B85128","2020-04-09 09:39:22","10"
"11","11","1","B85128","2019-08-30 21:04:21","B85128","2020-02-07 16:07:19","7"
"12","13","3","B85128","2020-02-05 13:10:54","B85128","2020-04-07 11:20:42","5"
"13","13","1","B85128","2020-02-05 13:10:51","B85128","2020-04-07 11:25:27","5"
"14","13","2","B85128","2020-02-05 13:10:53","B85128","2020-04-07 11:25:52","5"
"15","14","1","B85128","2020-02-07 17:59:51","B85128","2020-02-22 11:27:56","3"
"16","14","2","B85128","2020-02-07 17:59:52","B85128","2020-02-22 11:27:44","2"
"17","14","3","B85128","2020-02-07 17:59:54","B85128","2020-02-22 11:27:14","2"
"18","15","1","B85128","2020-02-07 18:00:14","B85128","2020-02-22 11:27:03","2"
"19","16","0","B85128","2020-02-07 18:08:51","B85128","2020-02-22 11:26:52","2"
