"LINE_ID","TIMEZONE_PATTERN_ID","TIMEZONE_ID","SHIFT_CALENDAR_ID","TIMEZONE_PATTERN_NAME","TIMEZONE_NAME","AUTO_RESERVATION_SETTING","START_TIME","END_TIME","OUTSIDE_RESERVATION","START_DAYS","ACCEPTANCE_START_TIME","END_DAYS","ACCEPTANCE_END_TIME","RESERVATION_FRAMES","LINE_NUM","SPARE_LINE_NUM","START_NUMBER","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1","1","1","1","帯パターン1","帯1",\N,"0000","2300","1","9000","0000","4","0000","0","2","0","1","A2062","2017-08-23 15:43:02","OP120","2018-10-22 02:55:57","1"
"1","2","1","2","帯パターン2","帯1",\N,"0000","2300","1","9000","0000","4","0000","0","2","0","1","A2062","2017-08-23 15:43:30","OP120","2018-10-22 02:55:57","1"
"1","3","1","3","帯パターン1","帯1",\N,"0000","2300","1","9000","0000","4","0000","0","2","0","1","A2062","2017-08-23 15:43:30","OP120","2018-10-22 02:55:57","1"
"1","4","1","4","帯パターン4","帯1",\N,"0000","2300","1","9000","0000","4","0000","0","3","0","1","A2062","2017-08-23 15:43:57","OP120","2018-10-22 02:55:57","1"
"1","5","1","5","帯パターン1","帯1",\N,"0000","2300","1","9000","0000","4","0000","0","2","0","1","A2062","2017-08-23 15:43:57","OP120","2018-10-22 02:55:57","1"
"1","6","1","6","帯パターン6","帯1",\N,"0000","2300","1","9000","0000","4","0000","0","2","0","1","A2062","2017-08-23 15:44:24","OP120","2018-10-22 02:55:57","1"
"1","7","1","7","帯パターン1","帯1",\N,"0000","2300","1","9000","0000","4","0000","0","2","0","1","A2062","2017-08-23 15:44:24","OP120","2018-10-22 02:55:57","1"
"2","1","1","1","帯パターン1","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","2","0","1","A2062","2017-08-23 15:47:22","B84681","2019-09-06 20:29:02","6"
"2","3","1","3","帯パターン3","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","2","0","1","A2062","2017-10-04 17:32:05","B84681","2019-09-06 20:29:02","6"
"2","4","1","4","帯パターン4","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","3","0","1","A2636","2019-07-11 15:37:06","B84681","2019-09-06 20:29:02","4"
"2","5","1","5","帯パターン3","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","2","0","1","A2636","2019-07-11 15:37:06","B84681","2019-09-06 20:29:02","4"
"2","6","1","6","帯パターン6","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","3","0","1","A2636","2019-07-11 15:37:06","B84681","2019-09-06 20:29:02","4"
"2","7","1","7","帯パターン3","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","2","0","1","A2636","2019-07-11 15:37:06","B84681","2019-09-06 20:29:02","4"
"2","8","1","8","帯パターン8","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","3","0","1","A2636","2019-07-11 15:37:06","B84681","2019-09-06 20:29:02","4"
"2","9","1","9","帯パターン3","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","2","0","1","A2636","2019-07-11 15:37:06","B84681","2019-09-06 20:29:02","4"
"2","11","1","11","帯パターン3","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","2","0","1","A2636","2019-07-11 15:37:06","B84681","2019-09-06 20:29:02","4"
"2","12","1","12","帯パターン12","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","3","0","1","A2636","2019-07-11 15:37:06","B84681","2019-09-06 20:29:02","4"
"2","13","1","13","帯パターン3","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","2","0","1","A2636","2019-07-11 15:37:06","B84681","2019-09-06 20:29:02","4"
"2","14","1","14","帯パターン14","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","3","0","1","A2636","2019-07-11 15:37:06","B84681","2019-09-06 20:29:02","4"
"2","15","1","15","帯パターン3","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","2","0","1","A2636","2019-07-11 15:37:06","B84681","2019-09-06 20:29:02","4"
"2","17","1","17","帯パターン3","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","2","0","1","A2636","2019-07-11 15:37:06","B84681","2019-09-06 20:29:02","4"
"2","18","1","18","帯パターン18","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","3","0","1","A2636","2019-07-11 15:37:06","B84681","2019-09-06 20:29:02","4"
"2","19","1","19","帯パターン3","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","2","0","1","A2636","2019-07-11 15:37:06","B84681","2019-09-06 20:29:02","4"
"2","29","1","29","帯パターン29","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","0","0","1","A2636","2019-07-11 15:45:49","B84681","2019-09-06 20:29:02","4"
"2","30","1","30","帯パターン30","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","2","0","1","A2636","2019-07-11 15:45:58","B84681","2019-09-06 20:29:02","4"
"2","31","1","31","帯パターン31","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","0","0","1","B84681","2019-07-23 15:54:38","B84681","2019-09-06 20:29:02","3"
"2","32","1","32","帯パターン32","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","0","0","1","B84681","2019-08-17 19:37:48","B84681","2019-09-06 20:29:02","2"
"2","33","1","33","帯パターン33","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","1","0","1","B84681","2019-09-06 20:29:02","B84681","2019-09-06 20:29:02","1"
"2","34","1","34","帯パターン30","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","2","0","1","B84681","2019-09-06 20:29:02","B84681","2019-09-06 20:29:02","1"
"2","35","1","35","帯パターン35","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","0","0","1","B84681","2019-09-06 20:29:02","B84681","2019-09-06 20:29:02","1"
"2","36","1","36","帯パターン30","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","2","0","1","B84681","2019-09-06 20:29:02","B84681","2019-09-06 20:29:02","1"
"2","37","1","37","帯パターン37","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","0","0","1","B84681","2019-09-06 20:29:02","B84681","2019-09-06 20:29:02","1"
"2","38","1","38","帯パターン30","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","2","0","1","B84681","2019-09-06 20:29:02","B84681","2019-09-06 20:29:02","1"
"3","1","1","1","帯パターン1","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","2","0","1","A2062","2017-08-23 15:48:46","B84681","2019-09-25 19:04:34","6"
"3","2","1","2","帯パターン2","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","2","0","1","A2062","2017-08-23 15:49:22","B84681","2019-09-25 19:04:34","6"
"3","3","1","3","帯パターン3","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","2","0","1","A2062","2017-08-23 15:49:52","B84681","2019-09-25 19:04:34","6"
"3","6","1","6","帯パターン6","帯1",\N,"0000","2300","1","6000","0000","4","0000","0","2","0","1","A2062","2017-10-04 17:32:50","B84681","2019-09-25 19:04:34","6"
