"USER_NO","MODULE_ID","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
87080,30,system,2018-08-07 23:22:57,system,2018-08-07 23:22:57,1
87080,31,system,2018-08-07 23:22:57,system,2018-08-07 23:22:57,1
87080,32,system,2018-08-07 23:22:57,system,2018-08-07 23:22:57,1
87080,33,system,2018-08-07 23:22:57,system,2018-08-07 23:22:57,1
87080,36,system,2018-08-07 23:22:57,system,2018-08-07 23:22:57,1
87080,37,system,2018-08-07 23:22:57,system,2018-08-07 23:22:57,1
87080,38,system,2018-08-07 23:22:57,system,2018-08-07 23:22:57,1
87080,150,system,2018-08-07 23:22:57,system,2018-08-07 23:22:57,1
87080,203,system,2018-08-07 23:22:57,system,2018-08-07 23:22:57,1
101515,30,B87080,2019-09-18 13:39:39,B87080,2019-09-18 13:39:39,1
101515,31,B87080,2019-09-18 13:39:39,B87080,2019-09-18 13:39:39,1
101515,32,B87080,2019-09-18 13:39:39,B87080,2019-09-18 13:39:39,1
101515,33,B87080,2019-09-18 13:39:39,B87080,2019-09-18 13:39:39,1
101515,36,B87080,2019-09-18 13:39:39,B87080,2019-09-18 13:39:39,1
101515,37,B87080,2019-09-18 13:39:39,B87080,2019-09-18 13:39:39,1
101515,38,B87080,2019-09-18 13:39:39,B87080,2019-09-18 13:39:39,1
101515,150,B87080,2019-09-18 13:39:39,B87080,2019-09-18 13:39:39,1
101515,203,B87080,2019-09-18 13:39:39,B87080,2019-09-18 13:39:39,1
101516,30,B87080,2019-09-18 13:41:04,B87080,2019-09-18 13:41:04,1
101516,31,B87080,2019-09-18 13:41:04,B87080,2019-09-18 13:41:04,1
101516,32,B87080,2019-09-18 13:41:04,B87080,2019-09-18 13:41:04,1
101516,33,B87080,2019-09-18 13:41:04,B87080,2019-09-18 13:41:04,1
101516,36,B87080,2019-09-18 13:41:04,B87080,2019-09-18 13:41:04,1
101516,37,B87080,2019-09-18 13:41:04,B87080,2019-09-18 13:41:04,1
101516,38,B87080,2019-09-18 13:41:04,B87080,2019-09-18 13:41:04,1
101516,150,B87080,2019-09-18 13:41:04,B87080,2019-09-18 13:41:04,1
101516,203,B87080,2019-09-18 13:41:04,B87080,2019-09-18 13:41:04,1
101518,30,B87080,2019-09-18 13:56:28,B87080,2019-09-18 13:56:28,1
101518,31,B87080,2019-09-18 13:56:28,B87080,2019-09-18 13:56:28,1
101518,32,B87080,2019-09-18 13:56:28,B87080,2019-09-18 13:56:28,1
101518,33,B87080,2019-09-18 13:56:28,B87080,2019-09-18 13:56:28,1
101518,36,B87080,2019-09-18 13:56:28,B87080,2019-09-18 13:56:28,1
101518,37,B87080,2019-09-18 13:56:28,B87080,2019-09-18 13:56:28,1
101518,38,B87080,2019-09-18 13:56:28,B87080,2019-09-18 13:56:28,1
101518,150,B87080,2019-09-18 13:56:28,B87080,2019-09-18 13:56:28,1
101518,203,B87080,2019-09-18 13:56:28,B87080,2019-09-18 13:56:28,1
